,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
5135,Booz Allen Hamilton Holding,Booz Allen Hamilton,BAH,BOOZ ALLEN HAMILTON HOLDINGS,98,81
17541,Bora Bora Resources Ltd,Bora Bora Resources Ltd,BBR,BORA BORA RESOURCES LTD,100,100
4777,BorgWarner Inc,BorgWarner,BWA,BORGWARNER INC,100,83
6777,Borqs Technologies Inc,Borqs Tech,BRQS,BORQS TECHNOLOGIES INC,100,62
12005,Borr Drilling Ltd,Borr Drilling,BDRILL,BORR DRILLING LTD,100,87
8079,Borussia Dortmund GmbH & Co KGaA,Borussia Dortmund,BVB,BORUSSIA DORTMUND GMBH & CO,91,81
17561,Boss Resources Ltd,Boss Resources Ltd,BOE,BOSS RESOURCES LTD,100,100
5368,Boston Beer Company Inc,Boston Beer,SAM,BOSTON BEER COMPANY INC-A,96,61
3555,Boston Properties Inc,Boston Properties,BXP,BOSTON PROPERTIES INC,100,89
3643,Boston Scientific Corp,Boston Scientific,BSX,BOSTON SCIENTIFIC CORP,100,87
17558,Botanix Pharmaceuticals Ltd,Botanix Pharma,BOT,BOTANIX PHARMACEUTICALS LTD,100,68
4309,Bottomline Technologies Inc,Bottomline,EPAY,BOTTOMLINE TECHNOLOGIES (DE),91,56
16968,Bougainville Copper Ltd,Bougainville Copper,BOC,BOUGAINVILLE COPPER LIMITED,92,83
28433,Bourbon Corp,Bourbon,2208,BOURBON CORP,100,74
28270,Boutiques Inc,Boutiques,9272,BOUTIQUES INC,100,82
16030,Bowleven PLC,Bowleven,BLVN,BOWLEVEN PLC,100,80
7252,Boxlight Corp Class A,Boxlight A,BOXL,BOXLIGHT CORP - CLASS A,100,65
10182,Boyd Gaming Corp,Boyd Gaming,BYD,BOYD GAMING CORP,100,81
1524,Boyuan Construction Group Inc,Boyuan Construction Group Inc,BOY,BOYUAN CONSTRUCTION GROUP IN,98,98
15093,BP PLC,BP,BP,BP PLC,100,50
28271,BPLATS Inc,BPLATS,4381,BPLATS INC,100,75
17530,Brainchip Holdings Ltd,Brainchip Holdings,BRN,BRAINCHIP HOLDINGS LTD,100,90
25966,BrainPad Inc,BrainPad Inc,3655,BRAINPAD INC,100,100
16859,Brambles Ltd,Brambles,BXB,BRAMBLES LTD,100,80
28390,Branding Technology Inc,Branding Technology,7067,BRANDING TECHNOLOGY INC,100,90
5291,Brandywine Realty Trust,Brandywine,BDN,BRANDYWINE REALTY TRUST,100,61
27552,Brass Corp,Brass,2424,BRASS CORP,100,67
14196,Bravida Holding AB,Bravida Holding AB,BRAV,BRAVIDA HOLDING AB,100,100
17865,Bravura Solutions Ltd,Bravura Solutions,BVS,BRAVURA SOLUTIONS LTD,100,89
16496,Breedon Group PLC,Breedon Group,BREE,BREEDON GROUP PLC,100,87
38046,Brenmiller Energy Ltd,Brenmiller Energy,BNRG,BRENMILLER ENERGY LTD,100,89
17276,Breville Group Ltd,Breville Group,BRG,BREVILLE GROUP LTD,100,88
16085,Brewin Dolphin Holdings PLC,Brewin Dolphin,BRW,BREWIN DOLPHIN HOLDINGS PLC,100,68
4009,Bridge Bancorp Inc,Bridge Bancorp,BDGE,BRIDGE BANCORP INC,100,88
28301,Bridge International Corp,Bridge Intl,7039,BRIDGE INTERNATIONAL CORP,100,61
4031,Bridgeline Digital Inc,Bridgeline Digital,BLIN,BRIDGELINE DIGITAL INC,100,90
25303,Bridgestone Corp.,Bridgestone Corp.,5108,BRIDGESTONE CORP,100,100
6519,Bridgewater Bancshares Inc,Bridgewater Bancshares,BWB,BRIDGEWATER BANCSHARES INC,100,92
5313,Briggs & Stratton Corporation,Briggs&Stratton,BGG,BRIGGS & STRATTON,71,100
6740,Brightcove Inc,Brightcove,BCOV,BRIGHTCOVE,83,100
6852,Brighthouse Financial Inc,Brighthouse Financial,BHF,BRIGHTHOUSE FINANL INC,94,84
21803,Brilliance China Automotive Holdings Ltd,Brilliance China Automotive,1114,BRILLIANCE CHINA AUTOMOTIVE,81,100
17540,Brisbane Broncos Ltd,Brisbane Broncos Ltd,BBL,BRISBANE BRONCOS LTD,100,100
29977,Briscoe Group Ltd,Briscoe,BGP,BRISCOE GROUP LTD,100,58
97,Bristol-Myers Squibb Co DRC,Bristol-Myers Squibb DRC,BMY,BRISTOL-MYERS SQUIBB CO,92,94
2758,Bristol-Myers Squibb Company,Bristol-Myers Squibb,BMY,BRISTOL-MYERS SQUIBB CO,90,93
10590,Bristol-Myers Squibb Co,Bristol-Myers Squibb,BMY,BRISTOL-MYERS SQUIBB CO,100,93
15081,British American Tobacco PLC,British American Tobacco,BATS,BRITISH AMERICAN TOBACCO PLC,100,92
15859,Britvic PLC,Britvic,BVIC,BRITVIC PLC,100,78
26393,BroadBand Tower Inc,BroadBand Tower,3776,BROADBAND TOWER INC,100,88
26789,Broadcasting System of Niigata Inc,Broadcasting System of Niigata,9408,BROADCASTING SYSTEM OF NIIGA,90,97
3108,Broadcom Inc,Broadcom,AVGO,BROADCOM INC,100,80
25977,Broadleaf Co Ltd,Broadleaf Co Ltd,3673,BROADLEAF CO LTD,100,100
4057,BroadVision Inc,BroadVision,BVSN,BROADVISION INC,100,85
4057,BroadVision Inc,BroadVision,BVSN,BROADVISION INC,100,85
26294,Broccoli Co Ltd,Broccoli,2706,BROCCOLI CO LTD,100,70
17543,Brockman Mining Ltd,Brockman Mining Ltd,BCK,BROCKMAN MINING LTD,100,100
25881,Bronco Billy Co Ltd,Bronco Billy Co Ltd,3091,BRONCO BILLY CO LTD,100,100
6321,Brookdale Senior Living Inc,Brookdale Senior Living,BKD,BROOKDALE SENIOR LIVING INC,100,92
7397,Brookfield Property Partners LP,Brookfield Property,BPY,BROOKFIELD PROPERTY PARTNERS,95,81
4048,Brookline Bancorp Inc,Brookline Bancorp,BRKL,BROOKLINE BANCORP INC,100,89
4049,Brooks Automation Inc,Brooks Automation,BRKS,BROOKS AUTOMATION INC,100,89
16418,Brooks Macdonald Group,Brooks Macdonald,BRK,BROOKS MACDONALD GROUP PLC,92,76
17258,Brookside Energy Ltd,Brookside Energy,BRK,BROOKSIDE ENERGY LTD,100,89
19132,Bros Eastern Co Ltd,Bros Eastern,601339,BROS EASTERN CO LTD-A,95,73
25532,Brother Industries Ltd,Brother Industries Ltd,6448,BROTHER INDUSTRIES LTD,100,100
5462,Brown & Brown Inc,Brown&Brown,BRO,BROWN & BROWN INC,100,85
16632,Brunner Investment Trust,Brunner,BUT,BRUNNER INVESTMENT TRUST PLC,92,40
17568,BSA Ltd,BSA Ltd,BSA,BSA LTD,100,100
4052,BSQUARE Corporation,BSQUARE,BSQR,BSQUARE CORPORATION,100,54
18548,BTG Hotels Group Co Ltd,BTG Hotels,600258,BTG HOTELS GROUP CO LTD-A,96,57
17939,Bubs Australia Ltd,Bubs Australia,BUB,BUBS AUSTRALIA LTD,100,88
26363,Buffalo Co Ltd,Buffalo,3352,BUFFALO CO LTD,100,67
1604,Buffalo Coal Corp,Buffalo Coal,BUF,BUFFALO COAL CORP,100,83
1533,Buhler Industries Inc.,Buhler Industries Inc.,BUI,BUHLER INDUSTRIES INC,100,100
22586,Build King Holdings Ltd,Build King,0240,BUILD KING HOLDINGS LTD,100,61
2068,Builders Capital Mortgage Corp,Builders Capital Mortgage,BCF,BUILDERS CAPITAL MORTGAGE CO,97,94
4030,Builders FirstSource Inc,Builders FirstSource,BLDR,BUILDERS FIRSTSOURCE INC,100,91
28464,Bull-Dog Sauce Co Ltd,Bull-Dog Sauce,2804,BULL-DOG SAUCE CO LTD,100,80
17559,Bulletin Resources Ltd,Bulletin Resources Ltd,BNR,BULLETIN RESOURCES LTD,100,100
13864,Bulten AB,Bulten AB,BULTEN,BULTEN AB,100,100
7623,Bunge Limited,Bunge,BG,BUNGE LIMITED,100,56
26976,Bunka Shutter Co Ltd,Bunka Shutter,5930,BUNKA SHUTTER CO LTD,100,79
15834,Bunzl PLC,Bunzl,BNZL,BUNZL PLC,100,71
15835,Burberry Group PLC,Burberry Group,BRBY,BURBERRY GROUP PLC,100,88
4055,Burcon NutraScience Corp,Burcon NutraScience,BUROF,BURCON NUTRASCIENCE CORP.,100,88
9158,Bureau Veritas SA,Bureau Veritas,BVI,BUREAU VERITAS SA,100,90
14849,Burkhalter Holding AG,Burkhalter Holding AG,BRKN,BURKHALTER HOLDING AG,100,100
7586,Burlington Stores Inc,Burlington Stores,BURL,BURLINGTON STORES INC,100,89
17235,Buru Energy Ltd,Buru Energy,BRU,BURU ENERGY LTD,100,85
28397,Bushiroad Inc,Bushiroad,7803,BUSHIROAD INC,100,82
27685,Business Breakthrough Inc,Business Breakthrough,2464,BUSINESS BREAKTHROUGH INC,100,91
6522,Business First Bancshares Inc,Business First,BFST,BUSINESS FIRST BANCSHARES,93,72
17578,Buxton Resources Ltd,Buxton Resources Ltd,BUX,BUXTON RESOURCES LTD,100,100
11853,BW Offshore Ltd,BW Offshore,BWO,BW OFFSHORE LTD,100,85
1816,BWR Exploration Inc,BWR Exploration,BWR,BWR EXPLORATION INC,100,88
7555,BWX Technologies Inc,BWX Tech,BWXT,BWX TECHNOLOGIES INC,100,57
13831,Byggmax Group AB,Byggmax Group,BMAX,BYGGMAX GROUP AB,100,90
17582,Byron Energy Ltd,Byron Energy Ltd,BYE,BYRON ENERGY LTD,100,100
21967,C C Land Holdings Ltd,C C Land Holdings,1224,C C LAND HOLDINGS LTD,100,89
3340,CH Robinson Worldwide Inc,CH Robinson,CHRW,C H ROBINSON WORLDWIDE INC,98,59
10421,C.H. Robinson Worldwide Inc,CH Robinson,CHRW,C H ROBINSON WORLDWIDE INC,100,59
7594,Cable One Inc,Cable One Inc,CABO,CABLE ONE INC,100,100
2872,Cabot Oil & Gas Corp,Cabot Oil&Gas,COG,CABOT OIL & GAS CORP,100,84
26104,CAC Holdings Corp,CAC Holdings Corp,4725,CAC HOLDINGS CORP,100,100
4065,Cache Inc,Cache,CACH,CACHE INC,100,71
17596,Cadence Capital Ltd,Cadence Capital Ltd,CDM,CADENCE CAPITAL LTD,100,100
3316,Cadence Design Systems Inc,Cadence Design,CDNS,CADENCE DESIGN SYSTEMS INC,100,70
1823,Cadillac Ventures Inc,Cadillac Ventures Inc,CDC,CADILLAC VENTURES INC,100,100
4095,Cadiz Inc,Cadiz,CDZI,CADIZ INC,100,71
17584,Caeneus Minerals Ltd,Caeneus Minerals,CAD,CAENEUS MINERALS LTD,100,89
7009,Caesarstone Ltd,Caesarstone,CSTE,CAESARSTONE LTD,100,85
22272,Cafe De Coral Holdings Ltd,Cafe De Coral Holdings Ltd,0341,CAFE DE CORAL HOLDINGS LTD,100,100
5344,Cai International Inc,Cai,CAI,CAI INTERNATIONAL INC,100,25
15851,Cairn Energy PLC,Cairn,CNE,CAIRN ENERGY PLC,100,48
4070,CalAmp Corp,CalAmp,CAMP,CALAMP CORP,100,71
4199,Calavo Growers Inc,Calavo Growers,CVGW,CALAVO GROWERS INC,100,88
25728,Calbee Inc,Calbee Inc,2229,CALBEE INC,100,100
15936,Caledonia Investments,Caledonia Invest,CLDN,CALEDONIA INVESTMENTS PLC,91,78
5403,Caleres Inc,Caleres,CAL,CALERES INC,100,78
1824,California Gold Mining Inc,California Gold,CGM,CALIFORNIA GOLD MINING INC,100,73
5109,California Water Service Group,California Water Service,CWT,CALIFORNIA WATER SERVICE GRP,97,92
17216,Calima Energy Ltd,Calima Energy,CE1,CALIMA ENERGY LTD,100,87
5647,Calix Inc,Calix,CALX,CALIX INC,100,71
5447,Callaway Golf Company,Callaway Golf,ELY,CALLAWAY GOLF COMPANY,100,76
14685,Calliditas Therapeutics,Calliditas Therapeutics,CALTX,CALLIDITAS THERAPEUTICS-B,96,96
5348,Callon Petroleum Company,Callon Petroleum,CPE,CALLON PETROLEUM CO,88,91
7520,Cambium Networks Corp,Cambium Networks,CMBM,CAMBIUM NETWORKS CORP,100,86
6489,Cambridge Bancorp,Cambridge Bancorp,CATC,CAMBRIDGE BANCORP,100,100
6262,Camden Property Trust,Camden Property,CPT,CAMDEN PROPERTY TRUST,100,83
3436,Cameco Corp,Cameco,CCJ,CAMECO CORP,100,71
19129,Camel Group Co Ltd,Camel Group,601311,CAMEL GROUP CO LTD-A,95,71
1516,Camrova Resources Inc,Camrova Res,CAV,CAMROVA RESOURCES INC,100,69
22751,Camsing International Holding Ltd,Camsing Intl,2662,CAMSING INTERNATIONAL HOLDIN,92,60
25838,Can Do Co Ltd,Can Do Co Ltd,2698,CAN DO CO LTD,100,100
5073,Can Fite Biopharma Ltd ADR,Can Fite Biopharma ADR,CANF,CAN FITE BIOPHARMA LTD-ADR,100,92
37654,Can Fite Biopharma Ltd,Can Fite Biopharma,CANF,CAN FITE BIOPHARMA LTD-ADR,92,82
1825,Canada Carbon Inc.,Canada Carbon Inc.,CCB,CANADA CARBON INC,100,100
1919,Canada Goose Holdings Inc,Canada Goose,GOOS,CANADA GOOSE HOLDINGS INC,100,65
1335,Canada Rare Earth Corp,Canada Rare Earth,LL,CANADA RARE EARTH CORP,100,87
944,Canadian Natural Resources Ltd,Canadian Natural,CNQ,CANADIAN NATURAL RESOURCES,93,76
946,Canadian Pacific Railway Limited,Canadian Pacific Railway,CP,CANADIAN PACIFIC RAILWAY LTD,93,92
1369,Canadian Spirit Resources Inc,Canadian Spirit Resources,SPI,CANADIAN SPIRIT RESOURCES,93,100
956,Canadian Western Bank,Canadian Western Bank,CWB,CANADIAN WESTERN BANK,100,100
27905,Canare Electric Co Ltd,Canare Electric,5819,CANARE ELECTRIC CO LTD,100,81
28339,CanBas Co Ltd,CanBas,4575,CANBAS CO LTD,100,63
8353,Candela Invest SA,Candela Invest,CAND,CANDELA INVEST,90,100
1184,Candente Copper Corp,Candente Copper,DNT,CANDENTE COPPER CORP,100,86
1541,Candente Gold Corp.,Candente Gold Corp.,CDG,CANDENTE GOLD CORP,100,100
1155,Canfor Pulp Products Inc.,Canfor Pulp Products,CFX,CANFOR PULP PRODUCTS INC,100,91
1542,CaNickel Mining Ltd,CaNickel Mining,CML,CANICKEL MINING LTD,100,88
17944,Cann Group Ltd,Cann Group,CAN,CANN GROUP LTD,100,83
1942,CannTrust Holdings Inc,CannTrust,TRST,CANNTRUST HOLDINGS INC,100,58
27071,Canon Electronics Inc,Canon Electronics,7739,CANON ELECTRONICS INC,100,89
25593,Canon Marketing Japan Inc,Canon Marketing Japan Inc,8060,CANON MARKETING JAPAN INC,100,100
1829,Canstar Resources Inc,Canstar,ROX,CANSTAR RESOURCES INC,100,50
5407,Cantel Medical Corp,Cantel Medical,CMD,CANTEL MEDICAL CORP,100,85
1147,Cantex Mine Development Corp,Cantex Mine,CD,CANTEX MINE DEVELOPMENT CORP,100,56
22207,Canvest Environmental Protection Group Co Ltd,Canvest Environmental Protection,1381,CANVEST ENVIRONMENTAL PROTEC,77,93
17590,Canyon Resources Ltd,Canyon Resources Ltd,CAY,CANYON RESOURCES LTD,100,100
14107,Capacent Holding AB,Capacent Holding AB,CAPAC,CAPACENT HOLDING AB,100,100
25653,Capcom Co Ltd,Capcom Co Ltd,9697,CAPCOM CO LTD,100,100
17181,Cape Lambert Resources Ltd,Cape Lambert Resources,CFE,CAPE LAMBERT RESOURCES LTD,100,92
9233,Capelli SA,Capelli,CAPLI,CAPELLI,82,100
3183,Capgemini SE,Capgemini,CAPGN,CAPGEMINI SE,100,86
28529,Capital Asset Planning Inc,Capital Asset Planning,3965,CAPITAL ASSET PLANNING INC,100,92
4087,Capital City Bank Group,Capital City Bank,CCBG,CAPITAL CITY BANK GROUP INC,92,77
16445,Capital Gearing Trust,Capital Gearing,CGT,CAPITAL GEARING TRUST-ORD,91,75
10554,Capital One Financial Corp,Capital One Financial,COF,CAPITAL ONE FINANCIAL CORP,100,89
7381,Capitala Finance Corp,Capitala Finance Corp,CPTA,CAPITALA FINANCE CORP,100,100
4106,Capitol Federal Financial Inc,Capitol Federal,CFFN,CAPITOL FEDERAL FINANCIAL IN,98,70
16902,Capral Ltd,Capral,CAA,CAPRAL LTD,100,75
4809,Capri Holdings Ltd,Capri Holdings,CPRI,CAPRI HOLDINGS LTD,100,88
17962,Capricorn Metals Ltd,Capricorn Metals,CMM,CAPRICORN METALS LTD,100,89
6501,Capstar Financial Holdings Inc,Capstar Financial,CSTR,CAPSTAR FINANCIAL HOLDINGS I,97,76
22058,CAR Inc,CAR Inc,0699,CAR INC,100,100
17645,Caravel Minerals Ltd,Caravel Minerals Ltd,CVV,CARAVEL MINERALS LTD,100,100
17631,Carbine Resources Ltd,Carbine Resources Ltd,CRB,CARBINE RESOURCES LTD,100,100
28726,Carchs Holdings Co Ltd,Carchs,7602,CARCHS HOLDINGS CO LTD,100,43
26716,Cardinal Co Ltd,Cardinal,7855,CARDINAL CO LTD,100,70
3411,Cardinal Health Inc,Cardinal Health,CAH,CARDINAL HEALTH INC,100,88
4179,Cardiovascular Systems Inc,Cardiovascular,CSII,CARDIOVASCULAR SYSTEMS INC,100,70
7256,Cardlytics Inc,Cardlytics,CDLX,CARDLYTICS INC,100,83
16958,Cardno Ltd,Cardno,CDD,CARDNO LTD,100,75
26268,Care Service Co Ltd,Care Service,2425,CARE SERVICE CO LTD,100,77
25807,Career Design Center Co Ltd,Career Design Center,2410,CAREER DESIGN CENTER CO LTD,100,85
28308,CareNet Inc,CareNet,2150,"CARENET, INC.",100,78
16014,Caretech Holdings PLC,Caretech,CTH,CARETECH HOLDINGS PLC,100,55
1544,Cargojet Inc,Cargojet,CJT,CARGOJET INC,100,80
15984,Carillion PLC,Carillion,CLLN,CARILLION PLC,100,82
16903,Carindale Property Trust,Carindale Property Trust,CDP,CARINDALE PROPERTY TRUST,100,100
1833,Carlin Gold Corporation,Carlin Gold Corporation,CGD,CARLIN GOLD CORPORATION,100,100
26026,Carlit Holdings Co Ltd,Carlit Holdings,4275,CARLIT HOLDINGS CO LTD,100,81
16938,Carlton Investments Ltd,Carlton Investments,CIN,CARLTON INVESTMENTS LIMITED,92,83
9499,Carmat,Carmat,ALCAR,CARMAT,100,100
3787,CarMax Inc,CarMax,KMX,CARMAX INC,100,75
26449,Carna Biosciences Inc,Carna Biosciences,4572,CARNA BIOSCIENCES INC,100,89
10492,Carnarvon Petroleum Ltd,Carnarvon Petroleum,CVN,CARNARVON PETROLEUM LTD,100,90
17589,Carnavale Resources Ltd,Carnavale Resources Ltd,CAV,CARNAVALE RESOURCES LTD,100,100
17401,Carnegie Clean Energy Ltd,Carnegie Clean,CCE,CARNEGIE CLEAN ENERGY LTD,100,72
6471,Carolina Financial Corp,Carolina Financial,CARO,CAROLINA FINANCIAL CORP,100,88
5251,Carpenter Technology Corporation,Carpenter Technology,CRS,CARPENTER TECHNOLOGY,77,100
2866,Carrefour SA,Carrefour,CAN,CARREFOUR SA,100,86
5349,Carriage Services Inc,Carriage Services,CSV,CARRIAGE SERVICES INC,100,89
4175,Carrizo Oil & Gas Inc,Carrizo Oil&Gas,CRZO,CARRIZO OIL & GAS INC,100,88
6941,Carrols Restaurant Group Inc,Carrols,TAST,CARROLS RESTAURANT GROUP INC,100,40
7833,Cars.com Inc,Cars.com,CARS,CARS.COM INC,100,80
17255,Carsales.Com Ltd,Carsales.Com,CAR,CARSALES.COM LTD,100,86
1834,Cartier Resources Inc,Cartier Resources Inc,ECR,CARTIER RESOURCES INC,100,100
4074,Carver Bancorp Inc,Carver,CARV,CARVER BANCORP INC,100,50
7517,Casa Systems Inc,Casa Systems,CASA,CASA SYSTEMS INC,100,86
1144,Cascades Inc.,Cascades Inc.,CAS,CASCADES INC,100,100
4205,Casella Waste Systems Inc,Casella,CWST,CASELLA WASTE SYSTEMS INC-A,96,41
4077,Caseys General Stores Inc,Caseys,CASY,CASEY'S GENERAL STORES INC,94,38
25368,"Casio Computer Co., Ltd.",Casio Computer,6952,CASIO COMPUTER CO LTD,100,80
4076,Cass Information Systems Inc,Cass,CASS,CASS INFORMATION SYSTEMS INC,100,25
26309,Cassina Ixc. Ltd,Cassina Ixc.,2777,CASSINA IXC LTD,100,85
17656,Cassini Resources Ltd,Cassini Resources Ltd,CZI,CASSINI RESOURCES LTD,100,100
17594,Castillo Copper Ltd,Castillo Copper Ltd,CCZ,CASTILLO COPPER LTD,100,100
7543,Castor Maritime Inc,Castor Maritime,CTRM,CASTOR MARITIME INC,100,88
6331,Catalent Inc,Catalent Inc,CTLT,CATALENT INC,100,100
17652,Catalyst Metals Ltd,Catalyst Metals Ltd,CYL,CATALYST METALS LTD,100,100
4161,Catalyst Pharmaceuticals Inc,Catalyst Pharmaceuticals,CPRX,CATALYST PHARMACEUTICALS INC,100,92
2725,Caterpillar Inc,Caterpillar,CAT,CATERPILLAR INC,100,85
4079,Cathay General Bancorp,Cathay,CATY,CATHAY GENERAL BANCORP,100,43
1152,Cathedral Energy Services Ltd,Cathedral Energy Svcs,CET,CATHEDRAL ENERGY SERVICES LT,98,86
17648,Cauldron Energy Ltd,Cauldron Energy Ltd,CXU,CAULDRON ENERGY LTD,100,100
4196,Cavco Industries Inc,Cavco,CVCO,CAVCO INDUSTRIES INC.,100,40
26391,Cave Interactive Co Ltd,Cave Interactive,3760,CAVE INTERACTIVE CO LTD,100,82
17591,Cazaly Resources Ltd,Cazaly Resources Ltd,CAZ,CAZALY RESOURCES LTD,100,100
6475,CB Financial Services Inc,CB Financial Services Inc,CBFV,CB FINANCIAL SERVICES INC,100,100
26832,CB Group Management Co Ltd,CB Group Management,9852,CB GROUP MANAGEMENT CO LTD,100,84
4081,CBAK Energy Technology Inc,CBAK Energy,CBAT,CBAK ENERGY TECHNOLOGY INC,100,59
4856,Cboe Global Markets Inc,Cboe Global,CBOE,CBOE GLOBAL MARKETS INC,100,65
22529,CCT Fortis Holdings Ltd,CCT Fortis,0138,CCT FORTIS HOLDINGS LTD,100,61
4093,CCUR Holdings Inc,CCUR Holdings,CCUR,CCUR HOLDINGS INC,100,87
12117,CD Projekt SA,CD Projekt SA,CDR,CD PROJEKT SA,100,100
25766,CDS Co Ltd,CDS Co Ltd,2169,CDS CO LTD,100,100
3394,CDTi Advanced Materials Inc,CDTi Advanced Materials,CDTI,CDTI ADVANCED MATERIALS INC,100,92
26036,CE Holdings Co Ltd,CE Holdings Co Ltd,4320,CE HOLDINGS CO LTD,100,100
4096,CECO Environmental Corp,CECO Environmental,CECE,CECO ENVIRONMENTAL CORP,100,88
26269,Cedar Co Ltd,Cedar,2435,CEDAR CO LTD,100,59
7786,Cedar Realty Trust Inc,Cedar Realty,CDR,CEDAR REALTY TRUST INC,100,71
16992,Cedar Woods Properties Ltd,Cedar Woods Properties,CWP,CEDAR WOODS PROPERTIES LIMITED,93,85
942,Celestica Inc.,Celestica Inc.,CLS,CELESTICA INC,100,100
5553,Celestica Inc,Celestica Inc.,CLS,CELESTICA INC,100,100
2867,Celgene Corp,Celgene,CELG,CELGENE CORP,100,74
5439,Cellcom Israel Ltd,Cellcom,CEL,CELLCOM ISRAEL LTD,100,56
4125,Celldex Therapeutics Inc,Celldex Therapeutics,CLDX,CELLDEX THERAPEUTICS INC,100,91
9364,Cellectis,Cellectis,ALCLS,CELLECTIS,100,100
17599,Cellmid Ltd,Cellmid,CDY,CELLMID LTD,100,78
17616,Cellnet Group Ltd,Cellnet Group Ltd,CLT,CELLNET GROUP LTD,100,100
9582,Cellnovo Group SA,Cellnovo Group SA,CLNV,CELLNOVO GROUP SA,100,100
26703,CellSeed Inc,CellSeed,7776,CELLSEED INC,100,80
3839,Celsion Corp,Celsion,CLSN,CELSION CORP,100,74
7089,Celsius Holdings Inc,Celsius,CELH,CELSIUS HOLDINGS INC,100,52
28571,Cemedine Co Ltd,Cemedine,4999,CEMEDINE CO LTD,100,70
7078,Cemtrex Inc,Cemtrex,CETX,CEMTREX INC,100,78
8381,Cenergy Holdings SA,Cenergy Hold,CENER,CENERGY HOLDINGS SA,100,77
16517,Cenkos Securities Plc,Cenkos,CNKS,CENKOS SECURITIES PLC,100,44
955,Cenovus Energy Inc,Cenovus Energy Inc,CVE,CENOVUS ENERGY INC,100,100
16088,Centamin PLC,Centamin,CEY,CENTAMIN PLC,100,80
17638,Centaurus Metals Ltd,Centaurus Metals Ltd,CTM,CENTAURUS METALS LTD,100,100
3189,Centene Corp,Centene,CNC,CENTENE CORP,100,74
3453,CenterPoint Energy Inc,CenterPoint Energy,CNP,CENTERPOINT ENERGY INC,100,90
16472,Central Asia Metals Plc,Central Asia Metals,CAML,CENTRAL ASIA METALS PLC,100,90
22065,Central China Real Estate Ltd,Central China Real Estate,0832,CENTRAL CHINA REAL ESTATE,93,100
22089,Central China Securities Holdings Co Ltd,Central China Securities,1375,CENTRAL CHINA SECURITIES C-H,76,92
4104,Central Federal Corp,Central Federal,CFBK,CENTRAL FEDERAL CORP,100,86
25458,Central Glass Co Ltd,Central Glass Co Ltd,4044,CENTRAL GLASS CO LTD,100,100
25287,Central Japan Railway Co.,Central Japan Railway Co.,9022,CENTRAL JAPAN RAILWAY CO,100,100
17333,Central Petroleum Ltd,Central Petroleum,CTP,CENTRAL PETROLEUM LTD,100,89
4952,Central Securities Corp,Central Securities,CET,CENTRAL SECURITIES CORP,100,88
27164,Central Security Patrols Co Ltd,Central Security Patrols,9740,CENTRAL SECURITY PATROLS CO,93,94
4197,Central Valley Community Bancorp,Central Valley Community,CVCY,CENTRAL VALLEY COMM BANCORP,92,75
17585,Centrepoint Alliance Ltd,Centrepoint Alliance Ltd,CAF,CENTREPOINT ALLIANCE LTD,100,100
15815,Centrica PLC,Centrica,CNA,CENTRICA PLC,100,80
1167,Centurion Minerals Ltd,Centurion Minerals,CTN,CENTURION MINERALS LTD,100,90
7036,Century Aluminum Company,Century Aluminum,CENX,CENTURY ALUMINUM COMPANY,100,80
4145,Century Casinos Inc,Century Casinos,CNTY,CENTURY CASINOS INC,100,88
7801,Century Communities Inc,Century Communities,CCS,CENTURY COMMUNITIES INC,100,90
22489,Century Legend Holdings Ltd,Century Legend,0079,CENTURY LEGEND HLDGS LTD,94,74
3463,CenturyLink Inc,CenturyLink,CTL,CENTURYLINK INC,100,85
1162,Cequence Energy Ltd,Cequence Energy,CQE,CEQUENCE ENERGY LTD,100,88
23878,Cera Sanitaryware Ltd,Cera Sanitaryware Ltd,CERA,CERA SANITARYWARE LTD,100,100
4172,Ceragon Networks Ltd,Ceragon,CRNT,CERAGON NETWORKS LTD,100,52
4100,Cereplast Inc,Cereplast Inc,CERPQ,CEREPLAST INC,100,100
15965,Ceres Power Holdings PLC,Ceres Power,CWR,CERES POWER HOLDINGS PLC,100,63
3756,Cerner Corp,Cerner,CERN,CERNER CORP,100,71
1550,Cervus Equipment Corp,Cervus Equipment,CERV,CERVUS EQUIPMENT CORP,100,86
1153,CES Energy Solutions Corp,CES Energy,CEU,CES ENERGY SOLUTIONS CORP,100,57
3547,CF Industries Holdings Inc,CF Industries,CF,CF INDUSTRIES HOLDINGS INC,100,67
5559,CGI Inc,CGI Inc,GIB,CGI INC,100,100
22206,CGN New Energy Holdings Co Ltd,CGN New Energy,1811,CGN NEW ENERGY HOLDINGS CO L,97,67
1309,CGX Energy Inc.,CGX Energy Inc.,OYL,CGX ENERGY INC,100,100
16524,Chaarat Gold Holdings Ltd,Chaarat Gold,CGH,CHAARAT GOLD HOLDINGS LTD,100,65
16689,Chamberlin Plc,Chamberlin,CMH,CHAMBERLIN PLC,100,83
17607,Champion Iron Ltd,Champion Iron Ltd,CIA,CHAMPION IRON LTD,100,100
18611,Changchun Gas Co Ltd,Changchun Gas,600333,CHANGCHUN GAS CO LTD -A,95,74
19012,Changchun Sinoenergy Corp,Changchun Sinoenergy,600856,CHANGCHUN SINOENERGY CORP-A,96,85
19406,Changjiang Securities Co Ltd,Changjiang Sec A,000783,CHANGJIANG SECURITIES CO L-A,93,73
