Unnamed: 0,Code,ISIN,CUSIP,Sector,Industry,GicSector,GicGroup,GicIndustry,GicSubIndustry
0,BGS,US05508R1068,05508R106,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
0,BGSF,US05601C1053,05544A109,Industrials,Staffing & Employment Services,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services
0,BH,US08986R3093,08986R101,Consumer Cyclical,Restaurants,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
0,BHB,US0668491006,066849100,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BHC,CA0717341071,071734107,Healthcare,Drug Manufacturers-Specialty & Generic,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,BHF,US10922N1037,10922N103,Financial Services,Insurance-Life,Financials,Insurance,Insurance,Life & Health Insurance
0,BHG,US10920V1070,,Healthcare,Healthcare Plans,,,,
0,BHK,US09249E1010,09249E101,Financial Services,Asset Management,,,,
0,BHLB,US0846801076,084680107,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BHR,US10482B1017,044102101,Real Estate,REIT-Hotel & Motel,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Hotel & Resort REITs
0,BIDU,US0567521085,056752108,Communication Services,Internet Content & Information,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
0,BIG,US0893021032,089302103,Consumer Defensive,Discount Stores,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores
0,BIIB,US09062X1037,09062X103,Healthcare,Drug Manufacturers-General,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,BIIB,US09062X1037,09062X103,Healthcare,Drug Manufacturers-General,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,BILI,US0900401060,090040106,Communication Services,Electronic Gaming & Multimedia,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
0,BIO,US0905722072,090572207,Healthcare,Medical Devices,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services
0,BIOC,US09072V5012,09072V105,Healthcare,Diagnostics & Research,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,BIOL,US0909114052,090911108,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,BIOL,US0909114052,090911108,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,BIOX,KYG1117K1141,G1117K114,Basic Materials,Agricultural Inputs,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Fertilizers & Agricultural Chemicals
0,BIP,BMG162521014,G16252101,Utilities,Utilities-Diversified,Utilities,Utilities,Multi-Utilities,Multi-Utilities
0,BIT,US09258A1079,09258A107,Financial Services,Asset Management,,,,
0,BITF,CA09173B1076,,Financial Services,Capital Markets,,,,
0,BJ,US05550J1016,05550J101,Consumer Defensive,Discount Stores,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Hypermarkets & Super Centers
0,BK,US0640581007,064057102,Financial Services,Asset Management,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
0,BKCC,US0925331086,092533108,Financial Services,Asset Management,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
0,BKD,US1124631045,112463104,Healthcare,Medical Care Facilities,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Facilities
0,BKE,US1184401065,118440106,Consumer Cyclical,Apparel Retail,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
0,BKEP,US09625U1097,09625U109,Energy,Oil & Gas Midstream,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
0,BKI,US09215C1053,09214X100,Technology,Software-Application,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
0,BKN,US09247D1054,09247D105,Financial Services,Asset Management,,,,
0,BKNG,US09857L1089,09857L108,Consumer Cyclical,Travel Services,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
0,BKR,US05722G1004,057149106,Energy,Oil & Gas Equipment & Services,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
0,BKTI,US05587G1040,005320205,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
0,BKU,US06652K1034,06652K103,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BKYI,US09060C4087,09060C101,Industrials,Security & Protection Services,Information Technology,Software & Services,Software,Systems Software
0,BL,US09239B1098,092382100,Technology,Software-Application,Information Technology,Software & Services,Software,Application Software
0,BLBD,US0953061068,095306106,Consumer Cyclical,Auto Manufacturers,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks
0,BLD,US89055F1030,89055F103,Industrials,Engineering & Construction,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
0,BLDP,CA0585861085,058586108,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment
0,BLDP,CA0585861085,058586108,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment
0,BLDR,US12008R1077,12008R107,Industrials,Building Products & Equipment,Industrials,Capital Goods,Building Products,Building Products
0,BLFS,US09062W2044,09062W105,Healthcare,Medical Instruments & Supplies,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies
0,BLIN,US10807Q7007,10807Q205,Technology,Software-Infrastructure,Information Technology,Software & Services,Software,Application Software
0,BLK,US09247X1019,09247X101,Financial Services,Asset Management,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
0,BLKB,US09227Q1004,09227Q100,Technology,Software-Application,Information Technology,Software & Services,Software,Application Software
0,BLKB,US09227Q1004,09227Q100,Technology,Software-Application,Information Technology,Software & Services,Software,Application Software
0,BLMN,US0942351083,094235108,Consumer Cyclical,Restaurants,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
0,BLND,US09352U1088,,Technology,Software-Application,,,,
0,BLRX,US09071M2052,09071M106,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,BLU,CA07987C2040,07986A100,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,
0,BLUE,US09609G1004,09609G100,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,BLX,PAP169941328,P16994132,Financial Services,Banks-Regional,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
0,BLZE,US05637B1052,,Technology,Software-Infrastructure,,,,
0,BMA,US05961W1053,05961W105,Financial Services,Banks-Regional,Financials,Banks,Banks,Diversified Banks
0,BME,US09250W1071,09250W107,Financial Services,Asset Management,,,,
0,BMI,US0565251081,056525108,Technology,Scientific & Technical Instruments,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
0,BMO,CA0636711016,063671101,Financial Services,Banks-Diversified,Financials,Banks,Banks,Diversified Banks
0,BMRA,US09061H3075,09061H307,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,BMRN,US09061G1013,09061G101,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,BMY,US1101221083,110122108,Healthcare,Drug Manufacturers-General,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,BMY,US1101221083,110122108,Healthcare,Drug Manufacturers-General,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,BNFT,US08180D1063,08180D106,Technology,Software-Application,Information Technology,Software & Services,Software,Application Software
0,BNGO,US09075F1075,09075F107,Healthcare,Diagnostics & Research,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services
0,BNKL,US09074A2087,,Healthcare,Medical Care Facilities,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,BNR,US12233L1070,,Healthcare,Diagnostics & Research,,,,
0,BNRG,IL0011415309,,Utilities,Utilities-Renewable,,,,
0,BNS,CA0641491075,064149107,Financial Services,Banks-Diversified,Financials,Banks,Banks,Diversified Banks
0,BNS,CA0641491075,064149107,Financial Services,Banks-Diversified,Financials,Banks,Banks,Diversified Banks
0,BNSO,VG0985293088,098529308,Technology,Scientific & Technical Instruments,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
0,BOC,US1010441053,,Communication Services,Advertising Agencies,,,,
0,BODY,US0734631015,,Communication Services,Internet Content & Information,,,,
0,BOH,US0625401098,059685107,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BOKF,US05561Q2012,05561Q201,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BOLT,US0977021049,,Healthcare,Biotechnology,,,,
0,BOOM,US23291C1036,23291C103,Energy,Oil & Gas Equipment & Services,Energy,Energy,Energy Equipment & Services,Industrial Machinery
0,BOOT,US0994061002,099406100,Consumer Cyclical,Apparel Retail,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
0,BOWL,US10258P1021,,Communication Services,Entertainment,,,,
0,BOX,US10316T1043,055617609,Technology,Software-Infrastructure,Information Technology,Software & Services,Software,Application Software
0,BOXL,US1031971096,103197109,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
0,BP,US0556221044,055622104,Energy,Oil & Gas Integrated,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
0,BPMC,US09627Y1091,09627Y109,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,BPOP,PR7331747001,066704107,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BPT,US0556301077,055630107,Energy,Oil & Gas Refining & Marketing,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
0,BR,US11133T1034,11133T103,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
0,BRAG,CA1048333068,,Communication Services,Electronic Gaming & Multimedia,,,,
0,BRBS,US0958251052,095825105,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BRC,US1046741062,104674106,Industrials,Security & Protection Services,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Commercial Printing
0,BRCN,CA1208311029,,Consumer Defensive,Packaged Foods,,,,
0,BRD,US07402Q1013,,Financial Services,Shell Companies,,,,
0,BRFH,US0675322004,,Consumer Defensive,Beverages-Non-Alcoholic,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
0,BRG,US09627J1025,09627J102,Real Estate,REIT-Residential,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
0,BRID,US1087631032,108763103,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
0,BRK-A,US0846701086,084670108,Financial Services,Insurance-Diversified,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings
0,BRKL,US11373M1071,113739106,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BRKR,US1167941087,116794108,Healthcare,Medical Devices,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services
0,BRKR,US1167941087,116794108,Healthcare,Medical Devices,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services
0,BRN,US0682211000,068221100,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
0,BRO,US1152361010,115236101,Financial Services,Insurance Brokers,Financials,Insurance,Insurance,Insurance Brokers
0,BRT,US0556453035,055645303,Real Estate,REIT-Residential,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
0,BRX,US11120U1051,11120U105,Real Estate,REIT-Retail,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
0,BRY,US08579X1019,08579X101,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
0,BSET,US0702031040,070203104,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
0,BSGM,US09073N2018,09073N102,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,BSM,US09225M1018,09225M101,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
0,BSQR,US11776U3005,11776U102,Technology,Software-Application,Information Technology,Software & Services,Software,Application Software
0,BSRR,US82620P1021,82620P102,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BSX,US1011371077,101137107,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,BTAI,US09075P1057,09075P105,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,BTCS,US05581M4042,,Financial Services,Capital Markets,,,,
0,BTCY,US09074H1041,09074H104,Healthcare,Medical Devices,,,,
0,BTG,CA11777Q2099,11777Q209,Basic Materials,Gold,Materials,Materials,Metals & Mining,Gold
0,BTG,CA11777Q2099,11777Q209,Basic Materials,Gold,Materials,Materials,Metals & Mining,Gold
0,BTI,US1104481072,110448107,Consumer Defensive,Tobacco,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
0,BTN,US0585161054,058516105,Consumer Cyclical,Leisure,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
0,BTT,US09257P1057,092476100,Financial Services,Asset Management,,,,
0,BTTR,US08771Y3036,,Consumer Defensive,Packaged Foods,,,,
0,BTU,US7045511000,704549203,Energy,Thermal Coal,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
0,BUD,US03524A1088,03524A108,Consumer Defensive,Beverages-Brewers,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers
0,BUI,US09248D1046,09248D104,Financial Services,Asset Management,,,,
0,BUR,GG00BMGYLN96,,Financial Services,Asset Management,,,,
0,BURL,US1220171060,122017106,Consumer Cyclical,Apparel Retail,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
0,BUSE,US3193832041,319383105,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BV,US10948C1071,10948C107,Industrials,Specialty Business Services,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services
0,BVS,US09075A1088,,Healthcare,Medical Devices,,,,
0,BVXV,US09073Q1058,09073Q105,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,BWA,US0997241064,099724106,Consumer Cyclical,Auto Parts,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
0,BWAY,US10501L1061,10501L106,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,"Internet Software & Services (discontinued effective close of September 28, 2018)"
0,BWB,US1086211034,108621103,Financial Services,Banks-Regional,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
0,BWFG,US06654A1034,06654A103,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BWV,US09610B1089,,Healthcare,Biotechnology,,,,
0,BWXT,US05605H1005,05605H100,Industrials,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
0,BX,US09260D1072,09253U108,Financial Services,Asset Management,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
0,BXC,US09624H2085,09624H109,Industrials,Building Products & Equipment,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors
0,BXMT,US09257W1009,09257W100,Real Estate,REIT-Mortgage,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
0,BXP,US1011211018,101121101,Real Estate,REIT-Office,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
0,BY,US1244111092,124411109,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,BYD,US1033041013,103304101,Consumer Cyclical,Resorts & Casinos,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
0,BYFC,US1114441058,111444105,Financial Services,Banks-Regional,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
0,BYN,US06690B1070,,Financial Services,Shell Companies,,,,
0,BYSI,KYG108301006,G10830100,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,BZ,US48553T1060,,Industrials,Staffing & Employment Services,,,,
0,BZH,US07556Q8814,07556Q105,Consumer Cyclical,Residential Construction,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
0,BZUN,US06684L1035,06684L103,Consumer Cyclical,Internet Retail,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
0,C,US1729674242,172967101,Financial Services,Banks-Diversified,Financials,Banks,Banks,Diversified Banks
0,CAAP,LU1756447840,L1995B107,Industrials,Airports & Air Services,Industrials,Transportation,Transportation Infrastructure,Airport Services
0,CAAS,US16936R1059,16936R105,Consumer Cyclical,Auto Parts,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
0,CABO,US12685J1051,12685J105,Communication Services,Telecom Services,Communication Services,Media & Entertainment,Media,Cable & Satellite
0,CAC,US1330341082,133034108,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CACC,US2253101016,225310101,Financial Services,Credit Services,Financials,Diversified Financials,Consumer Finance,Consumer Finance
0,CACI,US1271903049,127190304,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
0,CADE,US12740C1036,12739A100,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CAG,US2058871029,205887102,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
0,CAH,US14149Y1082,14149Y108,Healthcare,Medical Distribution,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Distributors
0,CAH,US14149Y1082,14149Y108,Healthcare,Medical Distribution,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Distributors
0,CAJ,US1380063099,138006309,Technology,Computer Hardware,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
0,CAKE,US1630721017,163072101,Consumer Cyclical,Restaurants,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
0,CAL,US1295001044,115657108,Consumer Cyclical,Footwear & Accessories,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
0,CALA,US13089P5070,13089P101,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,CALB,US13005U1016,13005C101,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CALX,US13100M5094,13100M509,Technology,Software-Application,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
0,CAMP,US1281261099,128126109,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
0,CAMT,IL0010952641,M20791105,Technology,Semiconductor Equipment & Materials,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
0,CAN,US1347481020,027714104,Technology,Computer Hardware,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",
0,CANF,US13471N2018,13471N102,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,CANG,US1375861036,137586103,Consumer Cyclical,Auto & Truck Dealerships,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
0,CAPL,US22758A1051,22758A105,Energy,Oil & Gas Refining & Marketing,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
0,CAPR,US14070B3096,14070B101,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,CAR,US0537741052,053774105,Industrials,Rental & Leasing Services,Industrials,Transportation,Road & Rail,Trucking
0,CARA,US1407551092,140755109,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Biotechnology
0,CARE,US1461031064,146102108,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CARG,US1417881091,141788109,Communication Services,Internet Content & Information,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
0,CARS,US14575E1055,14575E105,Consumer Cyclical,Auto & Truck Dealerships,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
0,CARV,US1468756044,146875109,Financial Services,Banks-Regional,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
0,CASA,US14713L1026,14713L102,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
0,CASH,US59100U1088,320878101,Financial Services,Banks-Regional,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
0,CASI,US14757U2087,14757U109,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,CASS,US14808P1093,147741102,Industrials,Specialty Business Services,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
0,CASY,US1475281036,147528103,Consumer Cyclical,Specialty Retail,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
0,CAT,US1491231015,149123101,Industrials,Farm & Heavy Construction Machinery,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks
0,CATC,US1321521098,132152109,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CATO,US1492051065,149205106,Consumer Cyclical,Apparel Retail,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
0,CATY,US1491501045,149150104,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CB,CH0044328745,G0070K103,Financial Services,Insurance-Property & Casualty,Financials,Insurance,Insurance,Property & Casualty Insurance
0,CBAN,US19623P1012,19623P101,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CBAT,US14986C1027,14986C102,Industrials,Electrical Equipment & Parts,Industrials,Capital Goods,Electrical Equipment,Electronic Components
0,CBAY,US23257D1037,23257D103,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,CBFV,US12479G1013,12479G101,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CBIO,US14888D2080,14888D109,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,CBNK,US1397371006,139737100,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CBOE,US12503M1080,12503M108,Financial Services,Financial Data & Stock Exchanges,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data
0,CBRE,US12504L1098,12497T101,Real Estate,Real Estate Services,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services
0,CBRL,US22410J1060,12489V106,Consumer Cyclical,Restaurants,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
0,CBSH,US2005251036,200525103,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CBTX,US12481V1044,12481V104,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CBU,US2036071064,203607106,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CBZ,US1248051021,124805102,Industrials,Specialty Business Services,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services
0,CC,US1638511089,163851108,Basic Materials,Specialty Chemicals,Materials,Materials,Chemicals,Diversified Chemicals
0,CCB,US19046P2092,19046P209,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CCBG,US1396741050,139674105,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CCEP,GB00BDCPN049,G25839104,Consumer Defensive,Beverages-Non-Alcoholic,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
0,CCI,US22822V1017,228227104,Real Estate,REIT-Specialty,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
0,CCJ,CA13321L1085,13321L108,Energy,Uranium,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
0,CCJ,CA13321L1085,13321L108,Energy,Uranium,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
0,CCK,US2283681060,228255105,Consumer Cyclical,Packaging & Containers,Materials,Materials,Containers & Packaging,Metal & Glass Containers
0,CCK,US2283681060,228255105,Consumer Cyclical,Packaging & Containers,Materials,Materials,Containers & Packaging,Metal & Glass Containers
0,CCL,PA1436583006,143658102,Consumer Cyclical,Travel Services,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
0,CCMP,US12571T1007,12709P103,Technology,Semiconductor Equipment & Materials,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
0,CCMP,US12571T1007,12709P103,Technology,Semiconductor Equipment & Materials,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
0,CCNE,US1261281075,126128107,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,CCO,US18453H1068,18451C109,Communication Services,Advertising Agencies,Communication Services,Media & Entertainment,Media,Advertising
0,CCOI,US19239V3024,19239V104,Communication Services,Telecom Services,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers
0,CCRN,US2274831047,227483104,Healthcare,Medical Care Facilities,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Services
0,CCS,US1565043007,156504102,Consumer Cyclical,Residential Construction,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
0,CCV,US17144T1079,,Financial Services,Shell Companies,,,,
0,CCXI,US16383L1061,16383L106,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,CCZ,US2003005079,200300507,Communication Services,Media,,,,
0,CD,US16955F1075,,Technology,Information Technology Services,,,,
0,CDAY,US15677J1088,15677J108,Technology,Software-Application,Information Technology,Software & Services,Software,Application Software
0,CDE,US1921085049,192108108,Basic Materials,Gold,Materials,Materials,Metals & Mining,Silver
0,CDE,US1921085049,192108108,Basic Materials,Gold,Materials,Materials,Metals & Mining,Silver
0,CDEV,US15136A1025,15136A102,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
0,CDK,US12508E1010,12508E101,Technology,Software-Application,Information Technology,Software & Services,Software,Application Software
0,CDLX,US14161W1053,14161W105,Communication Services,Advertising Agencies,Communication Services,Media & Entertainment,Media,Advertising
