Ticker,Name-IB,Country-IB,Exchange-IB,Currency-IB,ISIN-19.7,ISIN-IB
GRK,GRAY ROCK RESOURCES LTD,Canada,VENTURE,CAD,,
GTN,GRAY TELEVISION INC,United States of America,NYSE,USD,,
GBTC,GRAYSCALE BITCOIN TRUST BTC,United States of America,PINK,USD,,
ETCG,GRAYSCALE ETHEREUM CLASSIC T,United States of America,PINK,USD,,
ETHE,GRAYSCALE ETHEREUM TRUST,United States of America,PINK,USD,,
GYST,GRAYSTONE CO INC/THE-A,United States of America,PINK,USD,,
GRC,GRC INTERNATIONAL GROUP PLC,United Kingdom,LSE,GBP,,GB00BG06MV41
AJX,GREAT AJAX CORP,United States of America,NYSE,USD,,
AJX,GREAT AJAX CORP,United States of America,NYSE,USD,,
GAFL,GREAT AMERICAN FINANCIAL COR,,VALUE,USD,,
GAMN,GREAT AMERICAN FOOD CHAIN IN,United States of America,PINK,USD,,
GBEI,GREAT BASIN ENERGIES INC,United States of America,PINK,USD,,
GBG,GREAT BASIN GOLD LTD,,VALUE,CAD,,
GBSNQ,GREAT BASIN SCIENTIFIC INC,,VALUE,USD,,
GBR,GREAT BOULDER RESOURCES LTD,Australia,ASX,AUD,,AU000000GBR2
GCGMF,GREAT CANADIAN GAMING CORPORATION,United States of America,PINK,USD,,
0021,GREAT CHINA PROPERTIES HOLDI,Hong Kong,SEHK,HKD,,
0041,GREAT EAGLE HOLDINGS LTD,Germany,SEHK,HKD,,
G07,GREAT EASTERN HOLDINGS LTD,Singapore,SGX,SGD,,SG1I55882803
GESHIP,GREAT EASTERN SHIPPING CO,India,NSE,INR,,INE017A01032
GEC,GREAT ELM CAPITAL GROUP INC,United States of America,NASDAQ,USD,,
GLUX,GREAT LAKES AVIATION LTD,United States of America,PINK,USD,,
GLDD,GREAT LAKES DREDGE & DOCK CO,United States of America,NASDAQ,USD,,
GLK.H,GREAT LAKES GRAPHITE INC,,VALUE,CAD,,
GPR,GREAT PANTHER MINING LTD,Canada,TSE,CAD,,
GPOR,GREAT PORTLAND ESTATES PLC,United Kingdom,LSE,GBP,GB00BF5H9P87,
GQ,GREAT QUEST FERTILIZER LTD,Canada,VENTURE,CAD,,
GSBC,GREAT SOUTHERN BANCORP INC,United States of America,NASDAQ,USD,,
GSN,GREAT SOUTHERN MINING LTD,Australia,ASX,AUD,AU0000017543,AU0000017543
0524,GREAT WALL BELT & ROAD HOLDI,Hong Kong,SEHK,HKD,,
2333,GREAT WALL MOTOR COMPANY-H,Germany,SEHK,HKD,,CNE100000338
8196,GREAT WATER HOLDINGS LTD,Hong Kong,SEHK,HKD,,
GWB,GREAT WESTERN BANCORP INC,United States of America,NYSE,USD,,
GTE,GREAT WESTERN EXPLORATION LT,Australia,ASX,AUD,,AU000000GTE2
GWMO,GREAT WESTERN MINING CORP PL,United Kingdom,LSE,GBP,,IE00B1FR8863
8003,GREAT WORLD COMPANY HOLDINGS,Hong Kong,SEHK,HKD,,
GCAN,GREATER CANNABIS CO INC/THE,United States of America,PINK,USD,,
431,GREATER CHINA FINANCIAL HOLD,Hong Kong,SEHK,HKD,,
600094,GREATTOWN HOLDINGS LTD -A,China,SEHKNTL,CNH,,CNE000000S76
0468,GREATVIEW ASEPTIC PACKAGING,Hong Kong,SEHK,HKD,,
GREAVESCO,GREAVES COTTON LTD,India,NSE,INR,,INE224A01026
000651,GREE ELECTRIC APPLIANCES I-A,China,SEHKSZSE,CNH,,CNE0000001D4
600185,GREE REAL ESTATE CO LTD-A,China,SEHKNTL,CNH,,CNE000000ZF2
GACR,GREEN AUTOMOTIVE CO CORP,United States of America,PINK,USD,,
GRBK,GREEN BRICK PARTNERS INC,United States of America,NASDAQ,USD,,
GRBG,GREEN BRIDGE INDUSTRIES INC,,VALUE,USD,,
Y06,GREEN BUILD TECHNOLOGY LTD,Singapore,SGX,SGD,,SG1Q40922128
GRCU,GREEN CURES AND BOTANICAL DI,United States of America,PINK,USD,,
GDOT,GREEN DOT CORP-CLASS A,United States of America,NYSE,USD,,
GETG,GREEN EARTH TECHNOLOGIES INC,,VALUE,USD,,
GRNE,GREEN ENDEAVORS INC,,VALUE,USD,,
GYOG,GREEN ENERGY ENTERPRISES INC,United States of America,PINK,USD,,
0979,GREEN ENERGY GROUP LTD,Hong Kong,SEHK,HKD,,
GELV,GREEN ENERGY LIVE INC,,VALUE,USD,,
GRMS,GREEN ENERGY MANAGEMENT SERV,,VALUE,USD,,
GRGR,GREEN ENERGY RESOURCES INC,,VALUE,USD,,
GESI,GREEN ENERGY SOLUTION INDUST,United States of America,PINK,USD,,
GGII,GREEN GLOBE INTERNATIONAL IN,United States of America,PINK,USD,,
GGB,GREEN GROWTH BRANDS INC,Canada,PURE,CAD,,
GRYN,GREEN HYGIENICS HOLDINGS INC,United States of America,PINK,USD,,
GRHY,GREEN HYGIENICS INC,,VALUE,USD,,
GNIN,GREEN INNOVATIONS LTD,,VALUE,USD,,
2700,GREEN INTERNATIONAL HOLDINGS,Hong Kong,SEHK,HKD,,
GREEN,GREEN LANDSCAPING GROUP AB,Sweden,SFB,SEK,,SE0010985028
0061,GREEN LEADER HOLDINGS GROUP LT,Hong Kong,SEHK,HKD,,
GRLF,GREEN LEAF INNOVATIONS INC,United States of America,PINK,USD,,
GMND,GREEN MOUNTAIN DEVELOPMENT C,United States of America,PINK,USD,,
TGODF,GREEN ORGANIC DUTCHMAN HOLDI,United States of America,PINK,USD,,
GPP,GREEN PLAINS PARTNERS LP,United States of America,NASDAQ,USD,,
GNPG,GREEN PLANET GROUP INC,United States of America,PINK,USD,,
GPDB,GREEN POLKADOT BOX INC,United States of America,PINK,USD,,
GSPI,GREEN STAR PRODUCTS INC,United States of America,PINK,USD,,
GSFI,GREEN STREAM HOLDINGS INC,United States of America,PINK,USD,,
GTSO,GREEN TECHNOLOGY SOLUTIONS I,United States of America,PINK,USD,,
GTII,GREEN THUMB INDUSTRIES INC,Canada,PURE,CAD,CA39342L1085,
GBC,GREENBANK CAPITAL INC,,CORPACT,CAD,,
GRCO,GREENBELT RESOURCES CORP,United States of America,PINK,USD,,
GRBX,GREENBOX POS,United States of America,PINK,USD,,
GRB,GREENBRIAR CAPITAL CORP,Canada,VENTURE,CAD,CA39364R1082,
GBX,GREENBRIER COMPANIES INC,United States of America,NYSE,USD,,
VGN,GREENCASTLE RESOURCES LTD,Canada,VENTURE,CAD,,
GCLL,GREENCELL INC,United States of America,PINK,USD,,
GRP,GREENCOAT RENEWABLES PLC,,LSE,EUR,,IE00BF2NR112
GNC,GREENCORE GROUP PLC,Mexico,LSE,GBP,,IE0003864109
GXL,GREENCROSS LTD,,VALUE,AUD,,
INKW,GREENE CONCEPTS INC,United States of America,PINK,USD,,
GCBC,GREENE COUNTY BANCORP INC,United States of America,NASDAQ,USD,,
GNK,GREENE KING PLC,,VALUE,GBP,,
GRAS,GREENFIELD FARMS FOOD INC,,VALUE,USD,,
GRNH,GREENGRO TECHNOLOGIES INC,United States of America,PINK,USD,,
0094,GREENHEART GROUP LTD,Hong Kong,SEHK,HKD,BMG4094L1054,
GHL,GREENHILL & CO INC,United States of America,NYSE,USD,,
GRSU,GREENHOUSE SOLUTIONS INC,,VALUE,USD,,
GKO,GREENKO GROUP PLC,,VALUE,GBP,,
GKIT,GREENKRAFT INC,United States of America,PINK,USD,,
GREENLAM,GREENLAM INDUSTRIES LIMITED,India,NSE,INR,,INE544R01021
600606,GREENLAND HOLDINGS CORP LT-A,China,SEHKNTL,CNH,,CNE000000388
0337,GREENLAND HONG KONG HOLDINGS,Hong Kong,SEHK,HKD,,
GGG,GREENLAND MINERALS LTD,Australia,ASX,AUD,,AU000000GGG4
GNLN,GREENLANE HOLDINGS INC - A,United States of America,NASDAQ,USD,,
GRN,GREENLANE RENEWABLES INC,Canada,VENTURE,CAD,,
GLRE,GREENLIGHT CAPITAL RE LTD-A,United States of America,NASDAQ,USD,,
GREENPLY,GREENPLY INDUSTRIES LTD,India,NSE,INR,,INE461C01038
GPV,GREENPOWER MOTOR CO INC,Canada,VENTURE,CAD,,
GRNQ,GREENPRO CAPITAL CORP,United States of America,NASDAQ,USD,,
1318,GREENS HOLDINGS LTD,Hong Kong,SEHK,HKD,,
GERS,GREENSHIFT CORP,United States of America,PINK,USD,,
GSKY,GREENSKY INC-CLASS A,United States of America,NASDAQ,USD,,
JTR,GREENSPACE BRANDS INC,Canada,VENTURE,CAD,CA39572A1030,
GSTR,GREENSTAR BIOSCIENCES CORP,Canada,PURE,CAD,,
GRLH,GREENSTAR LIGHTING INC,United States of America,DOLLR4LOT,USD,,
0195,GREENTECH TECHNOLOGY INTERNA,Hong Kong,SEHK,HKD,,
3900,GREENTOWN CHINA HOLDINGS,Hong Kong,SEHK,HKD,,
2869,GREENTOWN SERVICE GROUP CO L,Hong Kong,SEHK,HKD,,
GRV,GREENVALE ENERGY LTD,Australia,ASX,AUD,,AU000000GRV0
GVFF,GREENVILLE FEDERAL FINANCIAL,United States of America,PINK,USD,,
GWTI,GREENWAY TECHNOLOGIES INC,United States of America,PINK,USD,,
GWYT,GREENWAY TECHNOLOGY,,VALUE,USD,,
ELRN,GREENWOOD HALL INC,,VALUE,USD,,
GRG,GREGGS PLC,United Kingdom,LSE,GBP,GB00B63QSB39,GB00B63QSB39
GEF,GREIF INC-CL A,United States of America,NYSE,USD,,
GDL,GREKA DRILLING LTD-DI,,VALUE,GBP,,
GHE,GRESHAM HOUSE PLC,United Kingdom,LSE,GBP,,GB0003887287
GHS,GRESHAM HOUSE STRATEGIC PLC,United Kingdom,LSE,GBP,GB00BYRH4982,
GHT,GRESHAM TECHNOLOGIES PLC,United Kingdom,LSE,GBP,,GB0008808825
GTL,GRETA AG,,VALUE,EUR,,
GRETEX,GRETEX INDUSTRIES LTD,India,NSE,INR,,
GRCK,GREY CLOAK TECH INC,United States of America,PINK,USD,,
GFOX,GREY FOX HOLDINGS CORP,,VALUE,USD,,
GLGI,GREYSTONE LOGISTICS INC,United States of America,PINK,USD,,
MSMGF,GRID METALS CORP,United States of America,PINK,USD,,
GMVP,GRIDIRON BIONUTRIENTS INC,United States of America,PINK,USD,,
GSUM,GRIDSUM HOLDING INC-ADR,United States of America,NASDAQ,USD,,
GRIF,GRIFFIN INDUSTRIAL REALTY IN,United States of America,NASDAQ,USD,,
GFM,GRIFFIN MINING LIMITED,United Kingdom,LSE,GBP,,
GFF,GRIFFON CORP,United States of America,NYSE,USD,,
GRF,GRIFOLS SA,Spain,BM,EUR,,ES0171996087
GRLD,GRILLED CHEESE TRUCK INC/THE,,VALUE,USD,,
GRLT,GRILLIT INC,United States of America,PINK,USD,,
GRIN,GRINDROD SHIPPING HOLDINGS L,United States of America,NASDAQ,USD,,
GRINDWELL,GRINDWELL NORTON LIMITED,India,NSE,INR,,INE536A01023
GRTS,GRITSTONE ONCOLOGY INC,United States of America,NASDAQ,USD,,
GROBTEA,GROB TEA CO LTD/ THE,India,NSE,INR,,INE646C01018
GO,GROCERY OUTLET HOLDING CORP,United States of America,NASDAQ,USD,,
GNBA,GROEN BROTHERS AVIATION,,VALUE,USD,,
GROG,GROGENESIS INC,,VALUE,USD,,
GRMM,GROM SOCIAL ENTERPRISES INC,United States of America,PINK,USD,,
GRVE,GROOVE BOTANICALS INC,United States of America,PINK,USD,,
GES,GROSSMAN EISEN & STAHLWERK,,VALUE,EUR,,
GVR,GROSVENOR RESOURCE CORP,Canada,VENTURE,CAD,,
0989,GROUND INTERNATIONAL DEVELOP,Hong Kong,SEHK,HKD,,
ZNG,GROUP ELEVEN RESOURCES CORP,Canada,VENTURE,CAD,,
PGE,GROUP TEN METALS INC,Canada,VENTURE,CAD,,
ALACT,GROUPE ACTIPLAY,France,SBF,EUR,,FR0014005OJ5
GATA,GROUPE ATHENA INC,United States of America,PINK,USD,,
GROV,GROVEWARE TECHNOLOGIES LTD,,VALUE,USD,,
GRWC,GROW CAPITAL INC,United States of America,PINK,USD,,
GRSO,GROW SOLUTIONS HOLDINGS INC,United States of America,PINK,USD,,
GRWG,GROWGENERATION CORP,United States of America,NASDAQ,USD,,
GRO,GROWMAX RESOURCES CORP,Canada,VENTURE,CAD,CA39986E1051,
1842,GROWN UP GROUP INVESTMENTS H,Hong Kong,SEHK,HKD,,
GCI,GROWPROS CANNABIS VENTURES I,Canada,PURE,CAD,,
GOZ,GROWTHPOINT PROPERTIES AUSTR,Australia,ASX,AUD,,AU000000GOZ8
GRPLTD,GRP LTD,India,NSE,INR,,INE137I01015
GRUB,GRUBHUB INC,United States of America,NYSE,USD,,
GRUHFIN,GRUH FINANCE LTD,,VALUE,INR,,
GRUMAB,GRUMA S.A.B.-B,Mexico,MEXI,MXN,,MXP4948K1056
CIDMEGA,GRUPE SAB DE CV,Mexico,MEXI,MXN,,MX01CI030007
AEROMEX,GRUPO AEROMEXICO SAB DE CV,Mexico,MEXI,MXN,,MX01AE010005
AVAL,GRUPO AVAL ACCIONES Y VALORE,United States of America,NYSE,USD,,
SAB,GRUPO CASA SABA SAB DE CV-*,,VALUE,MXN,,
GGAL,GRUPO FINANCIERO GALICIA-ADR,United States of America,NASDAQ,USD,,
RCENTROA,GRUPO RADIO CENTRO-SER A,Mexico,MEXI,MXN,,MXP680051218
SIM,GRUPO SIMEC SAB-SPON ADR,United States of America,AMEX,USD,,MXP4984U1166
TLEVISAA,GRUPO TELEVISA SA-SER A,Mexico,MEXI,MXN,,
TLEVICPO,GRUPO TELEVISA SAB-SER CPO,Mexico,MEXI,MXN,,
TMMA,GRUPO TMM SA-SER A,Mexico,MEXI,MXN,,MX01TM000005
GCI,GRYPHON CAPITAL INCOME TRUST,Australia,ASX,AUD,,AU0000005209
GGN,GRYPHON GOLD CORP,,VALUE,CAD,,
43A,GS HOLDINGS LTD,Singapore,SGX,SGD,,SG1CF0000001
6674,GS YUASA CORP,Japan,TSEJ,JPY,,JP3385820000
GVP,GSE SYSTEMS INC,United States of America,NASDAQ,USD,,
8101,GSI CREOS CORP,Japan,TSEJ,JPY,JP3276000001,JP3276000001
GSIT,GSI TECHNOLOGY INC,United States of America,NASDAQ,USD,,
41F,GSS ENERGY LTD,Singapore,SGX,SGD,,SG1AG6000007
GSX,GSX TECHEDU INC- ADR,United States of America,NYSE,USD,,
GTAT,GT ADVANCED TECHNOLOGIES INC,United States of America,PINK,USD,,
GTBP,GT BIOPHARMA INC,United States of America,PINK,USD,,
GTT,GT GOLD CORP,Canada,VENTURE,CAD,CA36251Y1051,
0263,GT GROUP HOLDINGS LTD,Hong Kong,SEHK,HKD,,
GTEC,GTEC HOLDINGS LTD,Canada,VENTURE,CAD,CA3623071006,
GTLINFRA,GTL INFRASTRUCTURE LTD,India,NSE,INR,,INE221H01019
GTT,GTT COMMUNICATIONS INC,United States of America,NYSE,USD,,
GTXO,GTX CORP,United States of America,PINK,USD,,
GTYH,GTY TECHNOLOGY HOLDINGS INC,United States of America,NASDAQ,USD,,
000823,GUANGDONG GOWORLD CO-A,China,SEHKSZSE,CNH,,CNE000000T26
861,GUANGDONG HIGHSUN GROUP CO-A,China,SEHKSZSE,CNH,,
270,GUANGDONG INVESTMENT LTD,Germany,SEHK,HKD,,HK0270001396
124,GUANGDONG LAND HOLDINGS LTD,Hong Kong,SEHK,HKD,,
600382,GUANGDONG MINGZHU GROUP CO-A,China,SEHKNTL,CNH,,CNE0000016Z5
601,GUANGDONG SHAONENG GROUP-A,China,SEHKSZSE,CNH,,
600256,GUANGHUI ENERGY CO LTD-A,China,SEHKNTL,CNH,,CNE0000012G4
525,GUANGSHEN RAILWAY CO LTD-H,Hong Kong,SEHK,HKD,,CNE100000379
528,GUANGXI LIUGONG MACHINERY-A,China,SEHKSZSE,CNH,,
000528,GUANGXI LIUGONG MACHINERY-A,China,SEHKSZSE,CNH,,CNE000000DB8
2238,GUANGZHOU AUTOMOBILE GROUP-H,Hong Kong,SEHK,HKD,,CNE100000Q35
600098,GUANGZHOU DEVELOPMENT GRP-A,China,SEHKNTL,CNH,,CNE000000SB6
600894,GUANGZHOU GUANGRI STOCK CO-A,China,SEHKNTL,CNH,,CNE000000JS9
601228,GUANGZHOU PORT CO LTD-A,China,SEHKNTL,CNH,,CNE100002RF4
603043,GUANGZHOU RESTAURANT GROUP-A,China,SEHKNTL,CNH,,CNE100003FH3
600393,GUANGZHOU YUETAI GROUP CO-A,China,SEHKNTL,CNH,,CNE0000017S8
GNTY,GUARANTY BANCSHARES INC,United States of America,NASDAQ,USD,,
GFCJ,GUARANTY FINANCIAL CORP,United States of America,PINK,USD,,
GRTB,GUARANTY TRUST BANK-GDR REGS,,LSEIOB1,USD,,
GUARD,GUARD THERAPEUTICS INTERNATI,Sweden,SFB,SEK,,SE0009973357
GH,GUARDANT HEALTH INC,United States of America,NASDAQ,USD,,
GCG,GUARDIAN CAPITAL GRP LTD,Canada,TSE,CAD,,
GX,GUARDIAN EXPLORATION INC,Canada,VENTURE,CAD,,
GHSI,GUARDION HEALTH SCIENCES INC,United States of America,NASDAQ,USD,,
8308,GUDOU HOLDINGS LTD,Hong Kong,SEHK,HKD,KYG419791085,
GES,GUESS? INC,United States of America,NYSE,USD,,
GXI,GUESTLOGIX INC,,VALUE,CAD,,
GUFICBIO,GUFIC BIOSCIENCES LIMITED,India,NSE,INR,,INE742B01025
BSJG,GUGGENHEIM BULLETSHARES 2016,,VALUE,USD,,
BSJG,GUGGENHEIM BULLETSHARES 2016,,VALUE,USD,,
GGE,GUGGENHEIM ENHANCED EQUITY S,,VALUE,USD,,
GWRE,GUIDEWIRE SOFTWARE INC,United States of America,NYSE,USD,,
GUI,GUILLEMOT CORPORATION,France,SBF,EUR,,FR0000066722
603555,GUIRENNIAO CO LTD-A,China,SEHKNTL,CNH,,CNE100001SK4
600903,GUIZHOU GAS GROUP CORP LTD-A,China,SEHKNTL,CNH,,CNE100002TM6
GAEL,GUJARAT AMBUJA EXPORTS LTD,India,NSE,INR,,INE036B01030
GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LT,India,NSE,INR,,INE826C01016
GUJGASLTD,GUJARAT GAS LTD,India,NSE,INR,,INE844O01030
GPPL,GUJARAT PIPAVAV PORT LTD,India,NSE,INR,INE517F01014,INE517F01014
GPPL,GUJARAT PIPAVAV PORT LTD,India,NSE,INR,INE517F01014,INE517F01014
GSCLCEMEN,GUJARAT SIDHEE CEMENT LTD,India,NSE,INR,,INE542A01039
GSFC,GUJARAT STATE FERT & CHEMICA,India,NSE,INR,,INE026A01025
GSPL,GUJARAT STATE PETRONET LTD,India,NSE,INR,,INE246F01010
GAEC,GULF ALTERNATIVE ENERGY CORP,,VALUE,USD,,
GCOG,GULF COAST OIL & GAS INC,,VALUE,USD,,
GIM,GULF INTERNATIONAL MINERALS LTD.,,VALUE,CAD,,
GIF,GULF INVESTMENT FUND PLC,,LSE,USD,,IM00B1Z40704
GIFI,GULF ISLAND FABRICATION INC,United States of America,NASDAQ,USD,,
GKP,GULF KEYSTONE PETROLEUM LTD,United Kingdom,LSE,GBP,BMG4209G2077,
GMC,GULF MANGANESE CORP LTD,Australia,ASX,AUD,,
GMS,GULF MARINE SERVICES PLC,United Kingdom,LSE,GBP,,GB00BJVWTM27
GULFOILLU,GULF OIL LUBRICANTS INDIA LT,India,NSE,INR,,INE635Q01029
GWSN,GULF WEST SECURITY NETWORK I,United States of America,PINK,USD,,
GLF,GULFMARK OFFSHORE INC,,VALUE,USD,,
GPOR,GULFPORT ENERGY CORP,United States of America,NASDAQ,USD,,
GPX,GULFSANDS PETROLEUM PLC,,VALUE,GBP,,
GSPE,GULFSLOPE ENERGY INC,United States of America,PINK,USD,,
GUL,GULLEWA LIMITED,Australia,ASX,AUD,,AU000000GUL5
GULPOLY,GULSHAN POLYOLS LTD,India,NSE,INR,,INE255D01024
3903,GUMI INC,Japan,TSEJ,JPY,JP3273810006,JP3273810006
4229,GUN EI CHEMICAL INDUSTRY CO,Japan,TSEJ,JPY,,JP3274800006
3765,GUNGHO ONLINE ENTERTAINMENT,Japan,TSEJ,JPY,,JP3235900002
GUG,GUNGNIR RESOURCES INC,Canada,VENTURE,CAD,CA40281L1094,
8334,GUNMA BANK LTD/THE,Japan,TSEJ,JPY,,JP3276400003
GNS,GUNNS LIMITED,,VALUE,AUD,,
6047,GUNOSY INC,Japan,TSEJ,JPY,JP3273820005,JP3273820005
GUN,GUNPOINT EXPLORATION LTD,Canada,VENTURE,CAD,,
GPC.OLD2,GUNPOWDER CAPITAL CORP,Canada,CORPACT,CAD,,
GNGR,GUNTHER GRANT INC,United States of America,PINK,USD,,
SORT,GUNTHER INTERNATIONAL LTD,United States of America,PINK,USD,,
3002,GUNZE LIMITED,Japan,TSEJ,JPY,,JP3275200008
G11,GUOAN INTERNATIONAL LTD,Singapore,SGX,SGD,,
0053,GUOCO GROUP LTD.,Hong Kong,SEHK,HKD,,
F17,GUOCOLAND LTD,Singapore,SGX,SGD,,SG1R95002270
000966,GUODIAN CHANGYUAN ELECTRIC-A,China,SEHKSZSE,CNH,,CNE0000011X1
600268,GUODIAN NANJING AUTOMATION-A,China,SEHKNTL,CNH,,CNE0000010S3
1296,GUODIAN TECHNOLOGY & ENVIR-H,Hong Kong,SEHK,HKD,,
1456,GUOLIAN SECURITIES CO LTD-H,Hong Kong,SEHK,HKD,,CNE100002003
2329,GUORUI PROPERTIES LTD,Hong Kong,SEHK,HKD,KYG394071040,
1788,GUOTAI JUNAN INTERNATIONAL,Hong Kong,SEHK,HKD,,HK0000065869
2611,GUOTAI JUNAN SECURITIES CO-H,Hong Kong,SEHK,HKD,,CNE100002FK9
000728,GUOYUAN SECURITIES CO LTD-A,China,SEHKSZSE,CNH,,CNE000000QZ9
GVM,GURIT HOLDING AG-BR,Germany,SWB,EUR,,
8121,GURU ONLINE HOLDINGS LTD,Hong Kong,SEHK,HKD,,
2440,GURUNAVI INC,Japan,TSEJ,JPY,JP3274180003,JP3274180003
GUYFF,GUYANA GOLDFIELDS INC,United States of America,PINK,USD,,
GYA,GUYANA GOLDSTRIKE INC,Canada,VENTURE,CAD,,
GVC,GVC HOLDINGS PLC.,United Kingdom,LSE,GBP,,
GCT,GVIC COMMUNICATIONS-CL B,Canada,TSE,CAD,,
GWPH,GW PHARMACEUTICALS -ADR,United States of America,NASDAQ,USD,,
GWA,GWA GROUP LTD,Australia,ASX,AUD,AU000000GWA4,AU000000GWA4
GWGH,GWG HOLDINGS INC,United States of America,NASDAQ,USD,,
GXP1,GXP GERMAN PROPERTIES AG,Germany,IBIS,EUR,,
GYM,GYM GROUP PLC/THE,United Kingdom,LSE,GBP,,GB00BZBX0P70
GYRO,GYRODYNE LLC,United States of America,NASDAQ,USD,,
GYTI,GYROTRON TECHNOLOGY INC,,VALUE,USD,,
GAL,GYSCOAL ALLOYS LIMITED,India,NSE,INR,,INE482J01021
LUN,H LUNDBECK A/S,Denmark,CPH,DKK,,
HABC,HABERSHAM BANCORP,United States of America,PINK,USD,,
HABT,HABIT RESTAURANTS INC/THE-A,,VALUE,USD,,
8359,HACHIJUNI BANK LTD/THE,Japan,TSEJ,JPY,,JP3769000005
HCKT,HACKETT GROUP INC/THE,United States of America,NASDAQ,USD,,
HDST,HADASIT BIO HOLDINGS LTD,Israel,TASE,ILS,,IL0010954050
HAP,HADERA PAPER LTD,Israel,TASE,ILS,,
HAE,HAEMONETICS CORP/MASS,Germany,NYSE,USD,,
5VS,HAFARY HOLDINGS LTD,Singapore,SGX,SGD,,SG2F75992345
HGG,HAGAG GROUP REAL ESTATE DEVE,Israel,TASE,ILS,,IL0008230133
7856,HAGIHARA INDUSTRIES INC,Japan,TSEJ,JPY,JP3765500008,JP3765500008
2831,HAGOROMO FOODS CORP,Japan,TSEJ,JPY,JP3767600004,JP3767600004
HNL,HAGUE & LONDON OIL PLC,,VALUE,GBP,,
BLH,HAI LECK HOLDINGS LTD,Singapore,SGX,SGD,,SG1CC4000004
2255,HAICHANG OCEAN PARK HOLDINGS,Hong Kong,SEHK,HKD,,
6862,HAIDILAO INTERNATIONAL HOLDI,Hong Kong,SEHK,HKD,,
1169,HAIER ELECTRONICS GROUP CO,Hong Kong,SEHK,HKD,,
600690,HAIER SMART HOME CO LTD-A,China,SEHKNTL,CNH,,CNE000000CG9
2278,HAILAN HOLDINGS LTD,Hong Kong,SEHK,HKD,,
HLG,HAILIANG EDUCATION GROUP-ADR,United States of America,NASDAQ,USD,,
HAIN,HAIN CELESTIAL GROUP INC,United States of America,NASDAQ,USD,,
600221,HAINAN AIRLINES HOLDING CO-A,China,SEHKNTL,CNH,,CNE0000011C5
566,HAINAN HAIYAO CO LTD-A,China,SEHKSZSE,CNH,,
357,HAINAN MEILAN INTERNATIONA-H,Hong Kong,SEHK,HKD,,CNE1000003B2
601969,HAINAN MINING CO LTD-A,China,SEHKNTL,CNH,,CNE100001VS1
1659,HAITIAN ENERGY INTERNATIONAL,Hong Kong,SEHK,HKD,,
1882,HAITIAN INTERNATIONAL HLDGS,Hong Kong,SEHK,HKD,,
665,HAITONG INTERNATIONAL SECURI,Hong Kong,SEHK,HKD,,
6837,HAITONG SECURITIES CO LTD-H,Hong Kong,SEHK,HKD,,CNE1000019K9
2433,HAKUHODO DY HOLDINGS INC,Japan,TSEJ,JPY,JP3766550002,JP3766550002
7433,HAKUTO CO LTD,Japan,TSEJ,JPY,JP3766400000,JP3766400000
HALB,HALBERD CORP,United States of America,PINK,USD,,
HKRSQ,HALCON RESOURCES CORP,,VALUE,USD,,
5VJ,HALCYON AGRI CORP LTD,Singapore,SGX,SGD,,SG2F48989824
HFD,HALFORDS GROUP PLC,United Kingdom,LSE,GBP,GB00B012TP20,GB00B012TP20
HAON,HALITRON INC,United States of America,PINK,USD,,
HNRG,HALLADOR ENERGY CO,United States of America,NASDAQ,USD,,
HAL,HALLIBURTON CO,Mexico,US Exchange,,US4062161017,
HALL,HALLMARK FINL SERVICES INC,United States of America,NASDAQ,USD,,
HAIN,HALMAN-ALDUBI INVESTMENT HOU,Israel,TASE,ILS,,
HMT,HALMONT PROPERTIES CORP,Canada,VENTURE,CAD,CA40637F1036,
HALO,HALO LABS INC,Canada,AEQLIT,CAD,CA4063721027,
HGN,HALOGEN SOFTWARE INC,,VALUE,CAD,,
HALO,HALOSOURCE CORP,,VALUE,GBP,,
2742,HALOWS CO LTD,Japan,TSEJ,JPY,JP3773750009,JP3773750009
HALO,HALOZYME THERAPEUTICS INC,United States of America,NASDAQ,USD,,
HSBK,HALYK SAVINGS BANK-GDR REG S,,LSEIOB1,USD,,
6965,HAMAMATSU PHOTONICS KK,Japan,TSEJ,JPY,JP3771800004,JP3771800004
MSAH,HAMASHBIR 365 LTD,Israel,TASE,ILS,,IL0011049595
HAMAT,HAMAT GROUP LTD,Israel,TASE,ILS,IL0003840167,IL0003840167
HHFA,HAMBURGER HAFEN UND LOGISTIK,Germany,IBIS,EUR,,DE000A0S8488
3134,HAMEE CORP,Japan,TSEJ,JPY,JP3772000000,JP3772000000
HABK,HAMILTON BANCORP INC,,VALUE,USD,,
HBB,HAMILTON BEACH BRAND-A,United States of America,NYSE,USD,,
HTL,HAMILTON THORNE LTD,Canada,VENTURE,CAD,CA4078911001,
HMLN,HAMLIN BK & TR/SMETHPORT PA,United States of America,PINK,USD,,
HMMR,HAMMER FIBER OPTICS HOLDINGS,United States of America,PINK,USD,,
HMX,HAMMER METALS LTD,Australia,ASX,AUD,AU000000HMX5,AU000000HMX5
HMSO,HAMMERSON PLC,United Kingdom,LSE,GBP,GB0004065016,GB00BK7YQK64
HJLI,HANCOCK JAFFE LABORATORIES I,United States of America,NASDAQ,USD,,
HWC,HANCOCK WHITNEY CORP,United States of America,NASDAQ,USD,,
HAND,HANDA MINING CORP,Canada,VENTURE,CAD,,
