country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,fuzz_socre1,fuzz_socre2
belgium,Rosier,Rosier,EUR,ENGB,equity,BE0003575835,ROSIER,100,100
mexico,Ross Stores,Ross Stores Inc,MXN,ROST,equity,US7782961038,ROSS STORES INC,100,85
france,Rothschild & Co,Rothschild & Co SCA,EUR,ROTH,equity,FR0000031684,ROTHSCHILD & CO,87,100
united kingdom,Rotork,Rotork PLC,GBP,ROR,equity,GB00BVFNZH21,ROTORK PLC,100,75
canada,Roughrider Exp,Roughrider Exploration Ltd,CAD,REL,equity,CA77910P2008,ROUGHRIDER EXPLORATION LTD,100,70
japan,Round One Corp,Round One Corp,JPY,4680,equity,JP3966800009,ROUND ONE CORP,100,100
canada,Roxgold,Roxgold Inc,CAD,ROXG,equity,CA7798992029,ROXGOLD INC,100,78
canada,RBC,Royal Bank of Canada,CAD,RY,equity,CA7800871021,ROYAL BANK OF CANADA,100,17
switzerland,RBS PLC,Royal Bank of Scotland Group PLC,CHF,RBS,equity,GB00B7T77214,ROYAL BANK OF SCOTLAND GROUP,93,23
mexico,Royal Caribbean Cruises,Royal Caribbean Cruises Ltd,MXN,RCL,equity,LR0008862868,ROYAL CARIBBEAN CRUISES LTD,100,92
united states,Royal Gold,Royal Gold Inc,USD,RGLD,equity,US7802871084,ROYAL GOLD INC,100,83
japan,Royal Holdings,Royal Holdings Co Ltd,JPY,8179,equity,JP3983600002,ROYAL HOLDINGS CO LTD,100,80
united kingdom,Royal Mail,Royal Mail PLC,GBP,RMG,equity,GB00BDVZYZ77,ROYAL MAIL PLC,100,83
canada,Royalty North,Royalty North Partners Ltd,CAD,RNP,equity,CA78081M3075,ROYALTY NORTH PARTNERS LTD,100,67
united kingdom,RPC Group,RPC Group PLC,GBP,RPC,equity,GB0007197378,RPC GROUP PLC,100,82
united states,RPC,RPC Inc,USD,RES,equity,US7496601060,RPC INC,100,60
united states,RPM,RPM International Inc,USD,RPM,equity,US7496851038,RPM INTERNATIONAL INC,100,25
united kingdom,RPS Group,RPS Group PLC,GBP,RPS,equity,GB0007594764,RPS GROUP PLC,100,82
united states,RPT Realty,RPT Realty,USD,RPT,equity,US74971D1019,RPT REALTY,100,100
japan,RS Tech,RS Technologies Co Ltd,JPY,3445,equity,JP3100350002,RS TECHNOLOGIES CO LTD,100,48
united kingdom,RSA Insurance,RSA Insurance Group PLC,GBP,RSA,equity,GB00BKKMKR23,RSA INSURANCE GROUP PLC,100,72
canada,RTG Mining Inc,RTG Mining Inc,CAD,RTG,equity,VGG7707W1529,RTG MINING INC,100,100
united states,Rtw Retailwinds,Rtw Retailwinds Inc,USD,RTW,equity,US74980D1000,RTW RETAILWINDS INC,100,88
united states,Rubicon Tech,Rubicon Technology Inc,USD,RBCN,equity,US78112T2069,RUBICON TECHNOLOGY INC,100,71
united states,Rubius Therapeutics,Rubius Therapeutics Inc,USD,RUBY,equity,US78116T1034,RUBIUS THERAPEUTICS INC,100,90
canada,Rupert Resources,Rupert Resources Ltd.,CAD,RUP,equity,CA78165J1057,RUPERT RESOURCES LTD.,100,89
australia,Rural Funds Group,Rural Funds Group,AUD,RFF,equity,AU000000RFF5,RURAL FUNDS GROUP,100,100
australia,Ruralco Holdings,Ruralco Holdings Ltd,AUD,RHL,equity,AU000000RHL9,RURALCO HOLDINGS LTD,100,89
united states,Ruth's Hospitality,Ruth's Hospitality Group Inc,USD,RUTH,equity,US7833321091,RUTHS HOSPITALITY GROUP INC,98,76
japan,RVH,RVH Inc,JPY,6786,equity,JP3969550007,RVH INC,100,60
united kingdom,RWS Hldgs,RWS Holdings PLC,GBP,RWS,equity,GB00BVFCZV34,RWS HOLDINGS PLC,100,72
united states,Ryder System,Ryder System Inc,USD,R,equity,US7835491082,RYDER SYSTEM INC,100,86
united states,Ryman Hospitality Properties,Ryman Hospitality Properties Inc,USD,RHP,equity,US78377T1079,RYMAN HOSPITALITY PROPERTIES,93,100
japan,Ryohin Keikaku Ltd,Ryohin Keikaku Ltd,JPY,7453,equity,JP3976300008,RYOHIN KEIKAKU CO LTD,92,92
japan,Ryosan Co Ltd,Ryosan Co Ltd,JPY,8140,equity,JP3975400007,RYOSAN CO LTD,100,100
japan,S Foods Inc,S Foods Inc,JPY,2292,equity,JP3399300007,S FOODS INC,100,100
japan,S Line Co,S Line Co Ltd,JPY,9078,equity,JP3164000006,S LINE CO LTD,100,82
japan,S Science Co Ltd,S Science Co Ltd,JPY,5721,equity,JP3359200007,S SCIENCE CO LTD,100,100
mexico,S&P Global,S&P Global Inc,MXN,SPGI,equity,US78409V1044,S&P GLOBAL INC,100,83
canada,Sable Resources,Sable Resources Ltd,CAD,SAE,equity,CA7857133069,SABLE RESOURCES LTD,100,88
united states,Sabre Corpo,Sabre Corpo,USD,SABR,equity,US78573M1045,SABRE CORP,95,95
australia,Sacgasco,Sacgasco Ltd,AUD,SGC,equity,AU000000SGC8,SACGASCO LTD,100,80
japan,Sacos,Sacos Corp,JPY,9641,equity,JP3318600008,SACOS CORP,100,67
united states,SAExploration,SAExploration Holdings Inc,USD,SAEX,equity,US78636X8737,SAEXPLORATION HOLDINGS INC,100,67
united states,Safe Bulkers,Safe Bulkers Inc,USD,SB,equity,MHY7388L1039,SAFE BULKERS INC,100,86
united states,Safe Bulkers,Safe Bulkers Inc,USD,SB,equity,MHY7388L1039,SAFE BULKERS INC,100,86
united states,Safe Bulkers,Safe Bulkers Inc,USD,SB,equity,MHY7388L1039,SAFE BULKERS INC,100,86
united kingdom,Safestore,Safestore Holdings Plc,GBP,SAFE,equity,GB00B1N7Z094,SAFESTORE HOLDINGS PLC,100,58
united states,Safety Insurance,Safety Insurance Group Inc,USD,SAFT,equity,US78648T1007,SAFETY INSURANCE GROUP INC,100,76
france,Safran,Safran SA,EUR,SAF,equity,FR0000073272,SAFRAN SA,100,80
japan,Sagami Rubber Industries,Sagami Rubber Industries Co Ltd,JPY,5194,equity,JP3316000003,SAGAMI RUBBER INDUSTRIES CO,93,94
united states,Saia,Saia Inc,USD,SAIA,equity,US78709Y1055,SAIA INC,100,67
japan,Saibu Gas Co Ltd,Saibu Gas Co Ltd,JPY,9536,equity,JP3311600005,SAIBU GAS CO LTD,100,100
japan,Sailor Pen,Sailor Pen Co Ltd,JPY,7992,equity,JP3413400007,SAILOR PEN CO LTD,100,74
japan,Saint-Care,Saint-Care Holding Corp,JPY,2374,equity,JP3424980005,SAINT-CARE HOLDING CORP,100,61
japan,Saison Information Systems,Saison Information Systems Co Ltd,JPY,9640,equity,JP3422150007,SAISON INFORMATION SYSTEMS,88,100
japan,Saizeriya Co Ltd,Saizeriya Co Ltd,JPY,7581,equity,JP3310500008,SAIZERIYA CO LTD,100,100
japan,Sakai Chemical Industry,Sakai Chemical Industry Co Ltd,JPY,4078,equity,JP3312800000,SAKAI CHEMICAL INDUSTRY CO,93,94
japan,Sakai Heavy Industries,Sakai Heavy Industries Ltd,JPY,6358,equity,JP3313200002,SAKAI HEAVY INDUSTRIES LTD,100,92
japan,Sakai Moving Service,Sakai Moving Service Co Ltd,JPY,9039,equity,JP3314200001,SAKAI MOVING SERVICE CO LTD,100,85
japan,Sakai Ovex Co Ltd,Sakai Ovex Co Ltd,JPY,3408,equity,JP3312600004,SAKAI OVEX CO LTD,100,100
japan,Sakata Inx Corp,Sakata Inx Corp,JPY,4633,equity,JP3314800008,SAKATA INX CORP,100,100
japan,Sakata Seed Corp,Sakata Seed Corp,JPY,1377,equity,JP3315000004,SAKATA SEED CORP,100,100
japan,Sala Corp,Sala Corp,JPY,2734,equity,JP3310350008,SALA CORP,100,100
canada,Salazar Resources,Salazar Resources Limited,CAD,SRL,equity,CA7940071045,SALAZAR RESOURCES LIMITED,100,81
united states,Salem Media,Salem Media Group Inc,USD,SALM,equity,US7940931048,SALEM MEDIA GROUP INC,100,69
mexico,Salesforce.com,Salesforce.com Inc,MXN,CRM,equity,US79466L3024,SALESFORCE.COM INC,100,88
united states,Salisbury,Salisbury Bancorp Inc,USD,SAL,equity,US7952261094,SALISBURY BANCORP INC,100,60
united states,Sally Beauty,Sally Beauty Holdings Inc,USD,SBH,equity,US79546E1047,SALLY BEAUTY HOLDINGS INC,100,65
israel,Angel Salomon,Salomon A Angel Ltd,ILS,ANGL,equity,IL0001800189,SALOMON A. ANGEL LTD,100,81
united kingdom,Salt Lake Potash,Salt Lake Potash Ltd,GBP,SO4,equity,AU000000SO44,SALT LAKE POTASH LTD,100,89
japan,Samantha Thavasa,Samantha Thavasa Japan Ltd,JPY,7829,equity,JP3322830005,SAMANTHA THAVASA JAPAN LTD,100,76
japan,Samco Inc,Samco Inc,JPY,6387,equity,JP3322950001,SAMCO INC,100,100
australia,Samson Oil,Samson Oil & Gas Ltd,AUD,SSN,equity,AU000000SSN0,SAMSON OIL & GAS LTD,100,71
hong kong,Samsonite International SA,Samsonite International SA,HKD,1910,equity,LU0633102719,SAMSONITE INTERNATIONAL SA,100,100
japan,San Holdings Inc,San Holdings Inc,JPY,9628,equity,JP3286300003,SAN HOLDINGS INC,100,100
japan,San-A Co,San-A Co Ltd,JPY,2659,equity,JP3324500002,SAN-A CO LTD,100,80
china,Sanan Optoelectronics,Sanan Optoelectronics Co Ltd,CNY,600703,equity,CNE000000KB3,SANAN OPTOELECTRONICS CO L-A,93,86
united states,Sanchez Midstream,Sanchez Midstream Partners LP,USD,SNMP,equity,US79971C2017,SANCHEZ MIDSTREAM PARTNERS L,98,76
united states,Sanderson Farms,Sanderson Farms Inc,USD,SAFM,equity,US8000131040,SANDERSON FARMS INC,100,88
united states,Sandridge Energy,SandRidge Energy Inc,USD,SD,equity,US80007P8692,SANDRIDGE ENERGY INC,100,89
hong kong,Sands China,Sands China Ltd,HKD,1928,equity,KYG7800X1079,SANDS CHINA LTD,100,85
united states,Sandy Spring,Sandy Spring Bancorp Inc,USD,SASR,equity,US8003631038,SANDY SPRING BANCORP INC,100,67
japan,Sanei Architecture Plan,Sanei Architecture Planning Co Ltd,JPY,3228,equity,JP3324700008,SANEI ARCHITECTURE PLANNING,89,92
united states,Sangamo Therapeutics,Sangamo Therapeutics Inc,USD,SGMO,equity,US8006771062,SANGAMO THERAPEUTICS INC,100,91
canada,Sangoma Technologies Corporation,Sangoma Technologies Corporation,CAD,STC,equity,CA80100R1010,SANGOMA TECHNOLOGIES CORPORATION,100,100
japan,Sanix Inc,Sanix Inc,JPY,4651,equity,JP3322600002,SANIX INC,100,100
japan,Sanken Electric Co Ltd,Sanken Electric Co Ltd,JPY,6707,equity,JP3329600005,SANKEN ELECTRIC CO LTD,100,100
japan,Sanko Metal Industrial,Sanko Metal Industrial Co Ltd,JPY,1972,equity,JP3330800008,SANKO METAL INDUSTRIAL CO,93,94
japan,Sankyo Tateyama Inc,Sankyo Tateyama Inc,JPY,5932,equity,JP3326800004,SANKYO TATEYAMA INC,100,100
japan,Sanoh Industrial,Sanoh Industrial Co Ltd,JPY,6584,equity,JP3325200008,SANOH INDUSTRIAL CO LTD,100,82
japan,Sanrio Co Ltd,Sanrio Co Ltd,JPY,8136,equity,JP3343200006,SANRIO CO LTD,100,100
japan,Sansan,Sansan Inc,JPY,4443,equity,JP3332540008,SANSAN INC,100,75
japan,Sansei Tech,Sansei Technologies Inc,JPY,6357,equity,JP3334800004,SANSEI TECHNOLOGIES INC,100,65
japan,Sanshin Electronics,Sanshin Electronics Co Ltd,JPY,8150,equity,JP3333200008,SANSHIN ELECTRONICS CO LTD,100,84
australia,Santa Fe Minerals,Santa Fe Minerals Ltd,AUD,SFM,equity,AU000000SFM9,SANTA FE MINERALS LTD,100,89
japan,Santec,Santec Corp,JPY,6777,equity,JP3335410001,SANTEC CORP,100,71
japan,Santen Pharmaceutical Co Ltd,Santen Pharmaceutical Co Ltd,JPY,4536,equity,JP3336000009,SANTEN PHARMACEUTICAL CO LTD,100,100
japan,Sanwa,Sanwa Company Ltd,JPY,3187,equity,JP3343950006,SANWA COMPANY LTD,100,45
japan,Sanwa Holdings Corp,Sanwa Holdings Corp,JPY,5929,equity,JP3344400001,SANWA HOLDINGS CORP,100,100
hong kong,Sany Heavy Equipment Int,Sany Heavy Equipment International Holdings Co Ltd,HKD,0631,equity,KYG781631059,SANY HEAVY EQUIPMENT INTL,67,98
china,Sany Heavy Industry,Sany Heavy Industry Co Ltd,CNY,600031,equity,CNE000001F70,SANY HEAVY INDUSTRY CO LTD-A,96,81
japan,Sanyo Chemical Industries,Sanyo Chemical Industries Ltd,JPY,4471,equity,JP3337600005,SANYO CHEMICAL INDUSTRIES,93,100
japan,Sanyo Denki Co Ltd,Sanyo Denki Co Ltd,JPY,6516,equity,JP3340800006,SANYO DENKI CO LTD,100,100
japan,Sanyo Electric Railway,Sanyo Electric Railway Co Ltd,JPY,9052,equity,JP3341600009,SANYO ELECTRIC RAILWAY CO,93,94
japan,Sanyo Homes Corp,Sanyo Homes Corp,JPY,1420,equity,JP3337550002,SANYO HOMES CORP,100,100
japan,Sanyo Shokai Ltd,Sanyo Shokai Ltd,JPY,8011,equity,JP3339400008,SANYO SHOKAI LTD,100,100
japan,Sanyo Special Steel Co Ltd,Sanyo Special Steel Co Ltd,JPY,5481,equity,JP3342000001,SANYO SPECIAL STEEL CO LTD,100,100
japan,Sanyo Trading,Sanyo Trading Co Ltd,JPY,3176,equity,JP3342500000,SANYO TRADING CO LTD,100,79
japan,Sapporo Holdings,Sapporo Holdings Ltd.,JPY,2501,equity,JP3320800000,SAPPORO HOLDINGS LTD.,100,89
germany,Saracen Mineral Holdings,Saracen Mineral Holdings Ltd,EUR,SIH,equity,AU000000SAR9,SARACEN MINERAL HOLDINGS LIMITED,93,86
united states,Sarepta,Sarepta Therapeutics Inc,USD,SRPT,equity,US8036071004,SAREPTA THERAPEUTICS INC,100,45
denmark,SAS,SAS AB,DKK,SAS,equity,SE0003366871,SAS AB,100,67
japan,Sasakura Engineering,Sasakura Engineering Co Ltd,JPY,6303,equity,JP3319000000,SASAKURA ENGINEERING CO LTD,100,85
japan,Sato Foods Industries,Sato Foods Industries Co Ltd,JPY,2814,equity,JP3322100003,SATO FOODS INDUSTRIES CO LTD,100,86
japan,Sato Holdings Corp,Sato Holdings Corp,JPY,6287,equity,JP3321400008,SATO HOLDINGS CORP,100,100
japan,Satori Electric,Satori Electric Co Ltd,JPY,7420,equity,JP3322300009,SATORI ELECTRIC CO LTD,100,81
canada,Saturn Oil,Saturn Oil & Gas Inc,CAD,SOIL,equity,CA80412L1076,SATURN OIL & GAS INC,100,71
united states,Saul Centers,Saul Centers Inc,USD,BFS,equity,US8043951016,SAUL CENTERS INC,100,86
united states,Savara,Savara Inc,USD,SVRA,equity,US8051111016,SAVARA INC,100,75
japan,Sawada,Sawada Holdings Co Ltd,JPY,8699,equity,JP3160790006,SAWADA HOLDINGS CO LTD,100,43
japan,Sawai Pharmaceutical,Sawai Pharmaceutical Co Ltd,JPY,4555,equity,JP3323050009,SAWAI PHARMACEUTICAL CO LTD,100,85
japan,SAXA Holdings Inc,SAXA Holdings Inc,JPY,6675,equity,JP3471200000,SAXA HOLDINGS INC,100,100
japan,Saylor Advertising,Saylor Advertising Inc,JPY,2156,equity,JP3413200001,SAYLOR ADVERTISING INC,100,90
united states,SB One,SB One Bancorp,USD,SBBX,equity,US78413T1034,SB ONE BANCORP,100,60
united states,SBA Communications,SBA Communications Corp,USD,SBAC,equity,US78410G1040,SBA COMMUNICATIONS CORP,100,88
japan,SBI Holdings Inc,SBI Holdings Inc,JPY,8473,equity,JP3436120004,SBI HOLDINGS INC,100,100
japan,SBS Holdings Inc,SBS Holdings Inc,JPY,2384,equity,JP3163500006,SBS HOLDINGS INC,100,100
united states,ScanSource,ScanSource Inc,USD,SCSC,equity,US8060371072,SCANSOURCE INC,100,83
united kingdom,Scapa,Scapa Group Plc,GBP,SCPA,equity,GB0007281198,SCAPA GROUP PLC,100,50
france,SCBSM,Soc Centrale Bois Scieries Manche SA,EUR,CBSM,equity,FR0006239109,SCBSM,15,100
australia,Schaffer Corporation Ltd,Schaffer Corporation Ltd,AUD,SFC,equity,AU000000SFC0,SCHAFFER CORPORATION LIMITED,92,92
switzerland,Schlatter Industries AG,Schlatter Industries AG,CHF,STRN,equity,CH0002277314,SCHLATTER INDUSTRIES AG,100,100
united states,Schmitt,Schmitt Industries Inc,USD,SMIT,equity,US8068702005,SCHMITT INDUSTRIES INC,100,48
denmark,Schouw&Co,Schouw & Co.,DKK,SCHO,equity,DK0010253921,SCHOUW & CO,100,100
united kingdom,Schroder Income,Schroder Income Growth Fund,GBP,SCF,equity,GB0007915860,SCHRODER INCOME GROWTH FUND,100,71
united kingdom,Schroder Japan,Schroder Japan Growth Fund,GBP,SJG,equity,GB0008022849,SCHRODER JAPAN GROWTH FUND,100,70
united kingdom,Schroders,Schroders PLC,GBP,SDR,equity,GB0002405495,SCHRODERS PLC,100,82
australia,Schrole,Schrole Group Ltd,AUD,SCL,equity,AU000000SCL8,SCHROLE GROUP LTD,100,58
mexico,Charles Schwab,Charles Schwab Corp,MXN,SCHW,equity,US8085131055,SCHWAB (CHARLES) CORP,100,85
united states,Scientific Games,Scientific Games Corp,USD,SGMS,equity,US80874P1093,SCIENTIFIC GAMES CORP,100,86
japan,SCiNEX,SCiNEX Corp,JPY,2376,equity,JP3311350007,SCINEX CORP,100,71
united kingdom,Scisys Group,Scisys Group PLC,GBP,SSY,equity,IE00BD9PKV79,SCISYS GROUP PLC,100,86
united kingdom,Scotgold Resources,Scotgold Resources Ltd,GBP,SGZ,equity,AU000XINEAK5,SCOTGOLD RESOURCES LTD,100,90
united kingdom,Scottish Investment,Scottish Investment Trust,GBP,SCIN,equity,GB0007826091,SCOTTISH INVESTMENT TRUST,100,86
united states,Scotts Miracle-Gro,Scotts Miracle-Gro Company,USD,SMG,equity,US8101861065,SCOTTS MIRACLE-GRO CO,89,92
sweden,Scout Gaming,Scout Gaming Group AB,SEK,SCOUT,equity,SE0010521153,SCOUT GAMING GROUP AB,100,73
canada,ScoZinc Mining,ScoZinc Mining Ltd,CAD,SZM,equity,CA8106471078,SCOZINC MINING LTD,100,88
japan,Scroll Corp,Scroll Corp,JPY,8005,equity,JP3913600007,SCROLL CORP,100,100
norway,SD Standard Drilling,SD Standard Drilling PLC,NOK,SDSD,equity,CY0101550917,SD STANDARD DRILLING PLC,100,91
china,SDIC Power,SDIC Power Holdings Co Ltd,CNY,600886,equity,CNE000000JM2,SDIC POWER HOLDINGS CO LTD-A,96,53
united kingdom,SDL,SDL PLC,GBP,SDL,equity,GB0009376368,SDL PLC,100,60
united states,Seaboard,Seaboard Corp,USD,SEB,equity,US8115431079,SEABOARD CORP,100,76
united states,SeaChange,SeaChange International Inc,USD,SEAC,equity,US8116991071,SEACHANGE INTERNATIONAL INC,100,50
united states,SEACOR,SEACOR Holdings Inc,USD,CKH,equity,US8119041015,SEACOR HOLDINGS INC,100,48
australia,Seafarms,Seafarms Group Ltd,AUD,SFG,equity,AU000000SFG1,SEAFARMS GROUP LTD,100,62
united states,Seagate,Seagate Technology PLC,USD,STX,equity,IE00B58JVZ52,SEAGATE TECHNOLOGY PLC,100,48
,Seagate Technology PLC,,,STX,,IE00BKVD2N49,SEAGATE TECHNOLOGY PLC,16,100
china,Sealand Securiti A,Sealand Securities Co Ltd,CNY,000750,equity,CNE0000008K4,SEALAND SECURITIES CO LTD -A,96,80
australia,Sealink Travel,Sealink Travel Group Ltd,AUD,SLK,equity,AU000000SLK1,SEALINK TRAVEL GROUP LTD,100,74
united states,Sears,Sears Holdings Corp,USD,SHLDQ,equity,US8123501061,SEARS HOLDINGS CORP,100,42
united states,Seattle Genetics,Seattle Genetics Inc,USD,SGEN,equity,US8125781026,SEATTLE GENETICS INC,100,89
japan,Secom Joshinetsu,Secom Joshinetsu Co Ltd,JPY,4342,equity,JP3421850003,SECOM JOSHINETSU CO LTD,100,82
united states,Secureworks,Secureworks Corp,USD,SCWX,equity,US81374A1051,SECUREWORKS CORP - A,94,76
japan,SeedHeiwa,SeedHeiwa Co Ltd,JPY,1739,equity,JP3347010005,SEEDHEIWA CO LTD,100,72
united states,Seelos Therapeutics,Seelos Therapeutics Inc,USD,SEEL,equity,US81577F1093,SEELOS THERAPEUTICS INC,100,90
united kingdom,Segro,Segro Plc,GBP,SGRO,equity,GB00B5ZN1N88,SEGRO PLC,100,71
japan,Segue Group,Segue Group Co Ltd,JPY,3968,equity,JP3421350004,SEGUE GROUP CO LTD,100,76
united states,SEI,SEI Investments Company,USD,SEIC,equity,US7841171033,SEI INVESTMENTS COMPANY,100,23
japan,Seibu Electric & Machinery,Seibu Electric & Machinery Co Ltd,JPY,6144,equity,JP3416600009,SEIBU ELECTRIC & MACHINERY,87,100
japan,Seibu Holdings Inc,Seibu Holdings Inc,JPY,9024,equity,JP3417200007,SEIBU HOLDINGS INC,100,100
japan,Seikagaku Corp,Seikagaku Corp,JPY,4548,equity,JP3414000004,SEIKAGAKU CORP,100,100
japan,Seiko Epson Cor,Seiko Epson Cor,JPY,6724,equity,JP3414750004,SEIKO EPSON CORP,97,97
japan,Seiko Holdings Corp,Seiko Holdings Corp,JPY,8050,equity,JP3414700009,SEIKO HOLDINGS CORP,100,100
japan,Seiko PMC Corp,Seiko PMC Corp,JPY,4963,equity,JP3746900004,SEIKO PMC CORP,100,100
japan,Seino Holdings Co Ltd,Seino Holdings Co Ltd,JPY,9076,equity,JP3415400005,SEINO HOLDINGS CO LTD,100,100
japan,Seiren Co Ltd,Seiren Co Ltd,JPY,3569,equity,JP3413800008,SEIREN CO LTD,100,100
japan,Sekisui Chemical Co Ltd,Sekisui Chemical Co Ltd,JPY,4204,equity,JP3419400001,SEKISUI CHEMICAL CO LTD,100,100
japan,Sekisui House,"Sekisui House, Ltd.",JPY,1928,equity,JP3420600003,SEKISUI HOUSE LTD,100,87
japan,Sekisui Jushi Corp,Sekisui Jushi Corp,JPY,4212,equity,JP3420200002,SEKISUI JUSHI CORP,100,100
united states,Selective,Selective Insurance Group Inc,USD,SIGI,equity,US8163001071,SELECTIVE INSURANCE GROUP,93,53
norway,Self Storage,Self Storage Group ASA,NOK,SSG,equity,NO0010781206,SELF STORAGE GROUP ASA,100,71
canada,SEMAFO Inc,Semafo Inc.,CAD,SMF,equity,CA8169221089,SEMAFO INC,100,100
japan,Semba Tohka Industries,Semba Tohka Industries Co Ltd,JPY,2916,equity,JP3426100008,SEMBA TOHKA INDUSTRIES CO,93,94
sweden,Semcon AB,Semcon AB,SEK,SEMC,equity,SE0000379497,SEMCON AB,100,100
mexico,Sempra Energy,Sempra Energy,MXN,SRE,equity,US8168511090,SEMPRA ENERGY,100,100
australia,Senetas Corporation,Senetas Corporation Ltd,AUD,SEN,equity,AU000000SEN0,SENETAS CORPORATION LIMITED,92,83
united states,Senmiao Tech,Senmiao Technology Ltd,USD,AIHS,equity,US8172251055,SENMIAO TECHNOLOGY LTD,100,71
united states,Sensata Tech,Sensata Technologies Holding NV,USD,ST,equity,GB00BFMBMT84,SENSATA TECHNOLOGIES HOLDING,95,60
japan,Senshukai Co Ltd,Senshukai Co Ltd,JPY,8165,equity,JP3424600009,SENSHUKAI CO LTD,100,100
france,Sensorion SA,Sensorion SA,EUR,ALSEN,equity,FR0012596468,SENSORION SA,100,100
japan,Septeni,Septeni Holdings Co Ltd,JPY,4293,equity,JP3423300007,SEPTENI HOLDINGS CO LTD,100,47
france,Sequa Petroleum,Sequa Petroleum NV,EUR,MLSEQ,equity,NL0010623518,SEQUA PETROLEUM NV,100,91
canada,Serabi Gold,Serabi Gold PLC,CAD,SBI,equity,GB00BG5NDX91,SERABI GOLD PLC,100,85
canada,Serengeti Resources Inc.,Serengeti Resources Inc.,CAD,SIR,equity,CA8174991064,SERENGETI RESOURCES INC.,100,100
united states,Seres Therapeutics Inc,Seres Therapeutics Inc,USD,MCRB,equity,US81750R1023,SERES THERAPEUTICS INC,100,100
japan,Seria,Seria Co Ltd,JPY,2782,equity,JP3423520000,SERIA CO LTD,100,59
united kingdom,Serica,Serica Energy PLC,GBP,SQZ,equity,GB00B0CY5V57,SERICA ENERGY PLC,100,52
new zealand,Serko,Serko Ltd,NZD,SKO,equity,NZSKOE0001S7,SERKO LTD,100,71
canada,Sernova Corp,Sernova Corp,CAD,SVA,equity,CA81732W1041,SERNOVA CORP,100,100
sweden,Serstech,Serstech AB,SEK,SERT,equity,SE0005365095,SERSTECH AB,100,84
japan,Serverworks,Serverworks Co Ltd,JPY,4434,equity,JP3310250000,SERVERWORKS CO LTD,100,76
australia,Service Stream,Service Stream Ltd,AUD,SSM,equity,AU000000SSM2,SERVICE STREAM LTD,100,88
united states,ServiceNow Inc,ServiceNow Inc,USD,NOW,equity,US81762P1021,SERVICENOW INC,100,100
united states,ServiceSource,ServiceSource International Inc,USD,SREV,equity,US81763U1007,SERVICESOURCE INTERNATIONAL,93,65
united states,ServisFirst Bancshares,ServisFirst Bancshares,USD,SFBS,equity,US81768T1088,SERVISFIRST BANCSHARES INC,92,92
united states,Severn,Severn Bancorp Inc,USD,SVBI,equity,US81811M1009,SEVERN BANCORP INC/MD,92,44
australia,SG Fleet Group Ltd,SG Fleet Group Ltd,AUD,SGF,equity,AU000000SGF1,SG FLEET GROUP LTD,100,100
japan,SG Holdings,SG Holdings Co Ltd,JPY,9143,equity,JP3162770006,SG HOLDINGS CO LTD,100,76
china,Sgis A,Sgis Songshan Co Ltd,CNY,000717,equity,CNE000000PW8,SGIS SONGSHAN CO LTD-A,95,43
united states,SGOCO Group Ltd,SGOCO Group Ltd,USD,SGOC,equity,KYG807511293,SGOCO GROUP LTD,100,100
china,Shaanxi Coal Industry,Shaanxi Coal Industry Co Ltd,CNY,601225,equity,CNE100001T64,SHAANXI COAL INDUSTRY CO L-A,93,86
united kingdom,Shaftesbury,Shaftesbury PLC,GBP,SHB,equity,GB0007990962,SHAFTESBURY PLC,100,85
canada,ShaMaran Petroleum,ShaMaran Petroleum Corp,CAD,SNM,equity,CA8193201024,SHAMARAN PETROLEUM CORP,100,88
hong kong,Shandong Gold,Shandong Gold Mining Co Ltd,HKD,1787,equity,CNE1000036N7,SHANDONG GOLD MINING CO LT-H,95,63
hong kong,Shandong International Trust,Shandong International Trust,HKD,1697,equity,CNE100002R24,SHANDONG INTERNATIONAL TRU-H,93,93
china,Shanghai AJ,Shanghai AJ Group Co Ltd,CNY,600643,equity,CNE0000008S7,SHANGHAI AJ GROUP CO LTD-A,96,59
china,Shanghai Bailian A,Shanghai Bailian Group Co Ltd A,CNY,600827,equity,CNE000000CB0,SHANGHAI BAILIAN GROUP CO-A,93,80
china,Shanghai Baosight Software A,Shanghai Baosight Software Co Ltd A,CNY,600845,equity,CNE000000C66,SHANGHAI BAOSIGHT SOFTWARE-A,89,100
china,Shanghai Hongda Mining,Shanghai Hongda Mining Co Ltd,CNY,600532,equity,CNE000001CY0,SHANGHAI HONGDA MININGCO-A,84,92
china,Shanghai Jinfeng Wine,Shanghai Jinfeng Wine Co Ltd,CNY,600616,equity,CNE0000005G8,SHANGHAI JINFENG WINE CO L-A,93,86
china,Shanghai Lansheng,Shanghai Lansheng Corp,CNY,600826,equity,CNE000000C17,SHANGHAI LANSHENG CORP-A,96,83
china,Shanghai Maling Aquarius,Shanghai Maling Aquarius Co Ltd,CNY,600073,equity,CNE000000RS2,SHANGHAI MALING AQUARIUS-A,84,96
china,Shanghai Shenda,Shanghai Shenda Co Ltd,CNY,600626,equity,CNE0000003R0,SHANGHAI SHENDA CO LTD-A,96,77
china,Shanghai Shimao,Shanghai Shimao Co Ltd,CNY,600823,equity,CNE000000CH7,SHANGHAI SHIMAO CO LTD-A,96,77
