,EOD-Code,EOD-Exchange,EOD-Name,EOD-Type,EOD-Country,EOD-Currency,EOD-ISIN,EOD-previousClose,EOD-previousCloseDate
1,SBIN,BSE,STATE BANK OF INDIA,Common Stock,India,INR,INE062A01020,508.6,2022-07-20
0,SSTI,US,Shotspotter Inc,Common Stock,USA,USD,US82536T1079,34.62,2022-07-20
0,600517,SHG,State Grid Yingda Co Ltd,Common Stock,China,CNY,CNE000001G20,6.15,2022-07-20
0,STT,US,State Street Corp,Common Stock,USA,USD,US8574771031,66.97,2022-07-20
0,TELE,LSE,SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI Europe Telecommunications UCITS ETF,ETF,UK,EUR,IE00BKWQ0N82,59.475,2022-07-20
1,STTX,MI,SPDR® MSCI Europe Communication Services UCITS ETF,ETF,Italy,EUR,IE00BKWQ0N82,59.47,2022-07-20
2,SPYT,XETRA,SPDR® MSCI Europe Communication Services UCITS ETF,ETF,Germany,EUR,IE00BKWQ0N82,59.53,2022-07-20
3,SPYT,F,SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI Europe Telecommunications UCITS ETF,ETF,Germany,EUR,IE00BKWQ0N82,59.4,2022-07-20
4,STT,PA,SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI Europe Telecommunications UCITS ETF,ETF,France,EUR,IE00BKWQ0N82,59.5,2022-07-20
0,SDIG,LSE,iShares $ Short Duration Corp Bond UCITS ETF USD (Dist),ETF,UK,USD,IE00BCRY5Y77,97.225,2022-07-20
1,SDIG,AS,iShares IV Public Limited Company - iShares $ Short Duration Corporate Bond UCITS ETF,ETF,Netherlands,EUR,IE00BCRY5Y77,95.3,2022-07-20
2,IS3J,XETRA,iShares $ Short Duration Corp Bond UCITS ETF USD (Dist),ETF,Germany,EUR,IE00BCRY5Y77,95.3,2022-07-20
3,IGSD,LSE,iShares $ Short Duration Corp Bond UCITS ETF USD (Dist),ETF,UK,GBP,IE00BCRY5Y77,81.165,2022-07-20
4,IS3J,F,iShares IV Public Limited Company - iShares $ Short Duration Corporate Bond UCITS ETF,ETF,Germany,EUR,IE00BCRY5Y77,94.758,2022-07-20
0,SDIG,US,Stronghold Digital Mining Inc,Common Stock,USA,USD,US86337R1032,3.21,2022-07-20
0,SVY,AU,Stavely Minerals Ltd,Common Stock,Australia,AUD,AU000000SVY1,0.155,2022-07-20
0,SDF,XETRA,K+S Aktiengesellschaft,Common Stock,Germany,EUR,DE000KSAG888,20.75,2022-07-20
1,0Q2N,LSE,K&S AG,Common Stock,UK,EUR,DE000KSAG888,20.72,2022-07-20
2,KPLUF,US,K&S AG,Common Stock,USA,USD,DE000KSAG888,21.41,2022-07-20
0,SDF,AU,Steadfast Group Ltd,Common Stock,Australia,AUD,AU000000SDF8,5.12,2022-07-20
0,MITO,US,Stealth BioTherapeutics Corp,Common Stock,USA,USD,US85789A1051,0.232,2022-07-20
0,GASS,US,StealthGas Inc,Common Stock,USA,USD,MHY816691064,2.57,2022-07-20
0,SST,AU,Steamships Trading Company Ltd,Common Stock,Australia,AUD,PG0008858709,11.8,2022-07-20
0,SST,LSE,The Scottish Oriental Smaller Companies Trust plc,Common Stock,UK,GBX,GB0007836132,1110.0,2022-07-20
0,SST,US,System1 Inc,Common Stock,USA,USD,US87200P1093,7.75,2022-07-20
0,8277,HK,Steed Oriental (Holdings) Company Ltd,Common Stock,Hong Kong,HKD,KYG846071036,0.145,2022-07-20
0,SAIL,US,Sailpoint Technologies Holdings Inc,Common Stock,USA,USD,US78781P1057,63.29,2022-07-20
0,SAIL,NSE,Steel Authority of India Limited,Common Stock,India,INR,INE114A01011,74.95,2022-07-20
1,500113,BSE,Steel Authority of India Limited,Common Stock,India,INR,INE114A01011,74.9,2022-07-20
2,SAIL,BSE,STEEL AUTHORITY OF INDIA LTD.,Common Stock,India,INR,INE114A01011,74.9,2022-07-20
0,STEELCITY,NSE,Steel City Securities Limited,Common Stock,India,INR,INE395H01011,55.5,2022-07-20
0,STCN,US,Steel Connect Inc,Common Stock,USA,USD,US8580981061,1.35,2022-07-20
0,STLD,US,Steel Dynamics Inc,Common Stock,USA,USD,US8581191009,68.1,2022-07-20
0,STEELXIND,NSE,STEEL EXCHANGE INDIA LIMITED,Common Stock,India,INR,INE503B01021,22.55,2022-07-20
1,STEELXIND,BSE,STEEL EXCHANGE INDIA LTD.,Common Stock,India,INR,INE503B01021,22.55,2022-07-20
0,SPLP,US,Steel Partners Holdings LP,Common Stock,USA,USD,US85814R1077,41.98,2022-07-20
0,SSWL,NSE,Steel Strips Wheels Limited,Common Stock,India,INR,INE802C01025,813.4,2022-07-20
1,SSWL,BSE,STEEL STRIPS WHEELS LTD.-$,Common Stock,India,INR,INE802C01025,810.85,2022-07-20
0,SCS,US,Steelcase Inc,Common Stock,USA,USD,US8581552036,11.16,2022-07-20
0,SCS,LSE,ScS group plc,Common Stock,UK,GBX,GB00BRF0TJ56,157.0,2022-07-20
0,SELR,US,Steele Oceanic Corp,Common Stock,USA,USD,US8581991028,0.032,2022-07-20
0,SMRT,LSE,Smartspace Software plc,Common Stock,UK,GBX,GB00BYWN0F98,46.5,2022-07-20
0,SM8T,XETRA,Amundi Index Solutions - Amundi Index Equity Global Multi Smart Allocation Scientific Beta ETF-C EUR,ETF,Germany,EUR,LU1602145119,518.2,2022-07-20
0,SMRT,US,SmartRent Inc,Common Stock,USA,USD,US83193G1076,5.11,2022-07-20
0,SMRT,NEO,CoinSmart Financial Inc,Common Stock,Canada,CAD,CA19260N1042,0.24,2022-07-20
0,SNH,JSE,Steinhoff International Holdings Ltd,Common Stock,South Africa,ZAC,NL0011375019,270.0,2022-07-20
1,STHHF,US,Steinhoff International Holdings Ltd,Common Stock,USA,USD,NL0011375019,0.151,2022-07-20
0,STEL,NSE,Stel Holdings Limited,Common Stock,India,INR,INE577L01016,113.15,2022-07-20
1,STEL,BSE,STEL Holdings Ltd,Common Stock,India,INR,INE577L01016,112.85,2022-07-20
0,STLC,TO,Stelco Holdings Inc,Common Stock,Canada,CAD,CA8585221051,33.88,2022-07-20
0,4109,TSE,Stella Chemifa Corp,Common Stock,Japan,JPY,JP3399720006,2469.0,2022-07-20
0,1836,HK,Stella International Holdings Ltd,Common Stock,Hong Kong,HKD,KYG846981028,7.7,2022-07-20
0,SJ,TO,Stella-Jones Inc.,Common Stock,Canada,CAD,CA85853F1053,35.45,2022-07-20
0,SJ,US,Scienjoy Holding Corp,Common Stock,USA,USD,VGG7864D1125,5.17,2022-07-20
0,SPX,V,Stellar AfricaGold Inc.,Common Stock,Canada,CAD,CA85855B1022,0.065,2022-07-20
0,SPX,LSE,Spirax-Sarco Engineering PLC,Common Stock,UK,GBX,GB00BWFGQN14,10895.0,2022-07-20
1,1LNB,F,Spirax-Sarco Engineering PLC,Common Stock,Germany,EUR,GB00BWFGQN14,128.0,2022-07-20
0,SCM,US,Stellus Capital Investment,Common Stock,USA,USD,US8585681088,12.68,2022-07-20
0,SCM,F,SCHUMAG Aktiengesellschaft,Common Stock,Germany,EUR,DE0007216707,1.85,2022-07-19
0,STH,V,Stelmine Canada Ltd,Common Stock,Canada,CAD,CA85857E2033,0.175,2022-07-20
1,STHFF,US,Stelmine Canada Ltd,Common Stock,USA,USD,CA85857E2033,0.1397,2022-07-20
0,STMH,US,Stem Holdings Inc,Common Stock,USA,USD,US85858U1079,0.028,2022-07-20
0,SCU,AU,Stemcell United Ltd,Common Stock,Australia,AUD,AU000000SCU9,0.014,2022-07-20
0,SCU,US,Sculptor Capital Management Inc,Common Stock,USA,USD,US8112461079,9.23,2022-07-20
1,35OB,F,Sculptor Capital Management Inc,Common Stock,Germany,EUR,US8112461079,8.85,2022-07-20
0,4599,TSE,StemRIM,Common Stock,Japan,JPY,JP3399690001,822.0,2022-07-20
0,9795,TSE,Step Co Ltd,Common Stock,Japan,JPY,JP3399700008,1735.0,2022-07-20
0,STEP,TO,STEP Energy Services Ltd,Common Stock,Canada,CAD,CA85859H1055,4.55,2022-07-20
0,STEP,US,Stepstone Group Inc,Common Stock,USA,USD,US85914M1071,25.17,2022-07-20
0,SCL,US,Stepan Company,Common Stock,USA,USD,US8585861003,103.67,2022-07-20
0,SCL,TO,ShawCor Ltd.,Common Stock,Canada,CAD,CA8204391079,5.43,2022-07-20
0,SCL,AU,Schrole Group Ltd,Common Stock,Australia,AUD,AU000000SCL8,0.315,2022-07-20
0,SPCO,US,The Stephan Co,Common Stock,USA,USD,US8586031036,2.45,2022-07-20
0,STGO,TO,Steppe Gold Ltd,Common Stock,Canada,CAD,CA85913R2063,1.07,2022-07-20
0,STXS,US,Stereotaxis Inc,Common Stock,USA,USD,US85916J4094,2.16,2022-07-20
0,SRCL,US,Stericycle Inc,Common Stock,USA,USD,US8589121081,44.86,2022-07-20
0,STE,US,STERIS plc,Common Stock,USA,USD,IE00BFY8C754,213.43,2022-07-20
0,STE,V,Starr Peak Exploration Ltd,Common Stock,Canada,CAD,CA85562P1053,0.88,2022-07-20
1,STRPF,US,Starr Peak Exploration Ltd,Common Stock,USA,USD,CA85562P1053,0.6809,2022-07-20
0,STCC,US,Sterling Consolidated Corp,Common Stock,USA,USD,US8592401033,0.07,2022-07-20
0,1825,HK,Sterling Group Holdings Ltd,Common Stock,Hong Kong,HKD,KYG847771121,0.17,2022-07-20
0,SBI,US,Western Asset IMF Inc,FUND,USA,USD,US9584351095,8.09,2022-07-20
0,SRB,LSE,Serabi Gold PLC,Common Stock,UK,GBX,GB00BG5NDX91,41.0,2022-07-20
1,SBI,TO,Serabi Gold PLC,Common Stock,Canada,CAD,GB00BG5NDX91,0.6,2022-07-19
2,SRBIF,US,Serabi Gold PLC,Common Stock,USA,USD,GB00BG5NDX91,0.5,2022-07-20
0,SBI,LSE,Sourcebio International PLC,Common Stock,UK,GBX,GB00BKSB1674,120.0,2022-07-20
0,STERTOOLS,NSE,Sterling Tools Limited,Common Stock,India,INR,INE334A01023,254.2,2022-07-20
1,STERTOOLS,BSE,STERLING TOOLS LTD.-$,Common Stock,India,INR,INE334A01023,254.75,2022-07-20
0,STRN,SW,Schlatter Industries AG,Common Stock,Switzerland,CHF,CH0002277314,27.6,2022-07-20
0,STRN,US,Stran & Co Inc,Common Stock,USA,USD,US86260J1025,1.62,2022-07-20
0,2262,HK,Steve Leung Design Group Ltd,Common Stock,Hong Kong,HKD,KYG8492R1011,0.485,2022-07-20
0,SHOO,US,Steven Madden Ltd,Common Stock,USA,USD,US5562691080,35.03,2022-07-20
0,STEV,US,Stevia Corp,Common Stock,USA,USD,US86031P1066,0.009,2022-07-20
0,STC,US,Stewart Information Services Corp,Common Stock,USA,USD,US8603721015,51.54,2022-07-20
1,SIU,F,Stewart Information Services Corp,Common Stock,Germany,EUR,US8603721015,49.2,2022-07-20
0,STC,TO,Sangoma Technologies Corp,Common Stock,Canada,CAD,CA80100R4089,10.35,2022-07-20
1,SANG,US,Sangoma Technologies Corp,Common Stock,USA,USD,CA80100R4089,8.07,2022-07-20
0,STIL,ST,Stille AB,Common Stock,Sweden,SEK,SE0000998650,113.0,2022-07-20
0,SF,US,Stifel Financial Corporation,Common Stock,USA,USD,US8606301021,58.93,2022-07-20
0,STYS,US,Stinger Systems Inc,Common Stock,USA,USD,US8608372020,0.0003,2022-07-20
0,STRL,US,Sterling Construction Company Inc,Common Stock,USA,USD,US8592411016,23.23,2022-07-20
0,SFIX,US,Stitch Fix,Common Stock,USA,USD,US8608971078,6.6,2022-07-20
0,SGL,XETRA,SGL Carbon SE,Common Stock,Germany,EUR,DE0007235301,6.7,2022-07-20
1,0MPL,LSE,SGL Carbon SE,Common Stock,UK,EUR,DE0007235301,6.71,2022-07-20
0,SGL,NSE,STL Global Limited,Common Stock,India,INR,INE353H01010,26.55,2022-07-20
1,SGL,BSE,STL GLOBAL LTD.,Common Stock,India,INR,INE353H01010,26.65,2022-07-20
0,STO3,XETRA,Sto SE & Co. KGaA,Common Stock,Germany,EUR,DE0007274136,145.8,2022-07-20
1,STO3,F,Sto SE & Co. KGaA,Common Stock,Germany,EUR,DE0007274136,144.8,2022-07-20
0,TRSY,LSE,SPDR Barclays Cap US Treasury Bond,ETF,UK,USD,IE00B44CND37,101.29,2022-07-20
1,SYBT,XETRA,SSgA SPDR ETFs Europe I Public Limited Company - SPDR Barclays U.S. Treasury Bond UCITS ETF,ETF,Germany,EUR,IE00B44CND37,99.272,2022-07-20
2,TRSY,MI,SPDR Barclays Cap US Treasury Bond,ETF,Italy,EUR,IE00B44CND37,99.3,2022-07-20
3,USTY,LSE,SPDR Barclays Cap US Treasury Bond,ETF,UK,GBP,IE00B44CND37,84.545,2022-07-20
4,SYBT,F,SSgA SPDR ETFs Europe I Public Limited Company - SPDR Barclays U.S. Treasury Bond UCITS ETF,ETF,Germany,EUR,IE00B44CND37,98.87,2022-07-20
5,TSYE,PA,SPDR Barclays Cap US Treasury Bond,ETF,France,EUR,IE00B44CND37,99.272,2022-07-20
0,SYBT,US,Stock Yards Bancorp Inc,Common Stock,USA,USD,US8610251048,61.68,2022-07-20
0,STOCKA,HE,Stockmann Oyj Abp B,Common Stock,Finland,EUR,FI0009000251,2.945,2022-07-20
0,STOK,US,Stoke Therapeutics Inc,Common Stock,USA,USD,US86150R1077,16.61,2022-07-20
0,SGY,TO,Surge Energy Inc.,Common Stock,Canada,CAD,CA86880Y8779,9.36,2022-07-20
1,ZPTAF,US,Surge Energy Inc.,Common Stock,USA,USD,CA86880Y8779,7.28,2022-07-20
0,SHK,NSE,S H Kelkar and Company Limited,Common Stock,India,INR,INE500L01026,146.45,2022-07-20
1,SHK,BSE,S H Kelkar and Company Ltd,Common Stock,India,INR,INE500L01026,146.6,2022-07-20
0,BANX,US,Arrowmark Financial Corp,Common Stock,USA,USD,US8617801043,18.2,2022-07-20
0,STNE,US,StoneCo Ltd,Common Stock,USA,USD,KYG851581069,9.5,2022-07-20
0,ST,US,Sensata Technologies Holding NV,Common Stock,USA,USD,GB00BFMBMT84,43.48,2022-07-20
0,SRI,US,Stoneridge Inc,Common Stock,USA,USD,US86183P1021,18.3,2022-07-20
1,2GX,F,Stoneridge Inc,Common Stock,Germany,EUR,US86183P1021,17.5,2022-07-20
0,SRI,AU,Sipa Resources Ltd,Common Stock,Australia,AUD,AU000000SRI2,0.038,2022-07-20
0,SRI,V,Sparton Resources Inc,Common Stock,Canada,CAD,CA8472431029,0.07,2022-07-20
0,6808,HK,Sun Art Retail Group Ltd,Common Stock,Hong Kong,HKD,HK0000083920,2.29,2022-07-20
0,STER,US,Sterling Check Corp,Common Stock,USA,USD,US85917T1097,18.02,2022-07-20
0,STE-R,ST,Stora Enso Oyj ser. R,Common Stock,Sweden,SEK,FI0009007611,169.7,2022-07-20
0,SVI,TO,Storage Vault Canada Inc,Common Stock,Canada,CAD,CA86212H1055,5.9,2022-07-20
1,SVAUF,US,Storage Vault Canada Inc,Common Stock,USA,USD,CA86212H1055,4.6957,2022-07-20
0,SRY,AU,Story-I Limited,Common Stock,Australia,AUD,AU000000SRY9,0.024,2022-07-20
0,SARN,TA,Sarine Technologies Ltd,Common Stock,Israel,ILS,IL0010927254,101.5,2022-07-20
1,U77,SG,Sarine Technologies Ltd,Common Stock,Singapore,SGD,IL0010927254,0.405,2022-07-20
0,STRI,US,STR Holdings Inc,Common Stock,USA,USD,US78478V2097,0.08,2022-07-20
0,S85,SG,Straco Corporation Limited,Common Stock,Singapore,SGD,SG1P15916395,0.39,2022-07-20
0,ALSAS,PA,Stradim Espace Finances SA,Common Stock,France,EUR,FR0000074775,7.25,2022-07-20
0,S20,SG,The Straits Trading Company Limited,Common Stock,Singapore,SGD,SG1J49001550,2.89,2022-07-20
0,STA,AU,Strandline Resources Ltd,Common Stock,Australia,AUD,AU000000STA5,0.37,2022-07-20
0,STA,V,Sanatana Resources,Common Stock,Canada,CAD,CA79957A2039,0.13,2022-07-20
0,SSKN,US,STRATA Skin Sciences Inc,Common Stock,USA,USD,US86272A2069,1.11,2022-07-20
0,SB,US,Safe Bulkers Inc,Common Stock,USA,USD,MHY7388L1039,3.65,2022-07-20
0,SB,V,Stratabound Minerals Corp,Common Stock,Canada,CAD,CA86268E3032,0.04,2022-07-20
0,SSYS,US,Stratasys Ltd,Common Stock,USA,USD,IL0011267213,19.93,2022-07-20
0,SGE,V,Strategem Capital Corp,Common Stock,Canada,CAD,CA86269P3079,1.55,2022-07-19
0,SGE,LSE,Sage Group PLC,Common Stock,UK,GBX,GB00B8C3BL03,691.2,2022-07-20
0,STQN,US,Strategic Acquis,Common Stock,USA,USD,US86269D1063,0.402,2022-07-20
0,LEAS,US,Strategic Asset Leasing Inc,Common Stock,USA,USD,US86270P1066,0.001,2022-07-20
0,STRA,US,Strategic Education Inc,Common Stock,USA,USD,US86272C1036,71.04,2022-07-20
0,SOR,US,Source Capital Closed Fund,Common Stock,USA,USD,US8361441053,37.91,2022-07-20
0,SOR,AU,Strategic Elements Ltd,Common Stock,Australia,AUD,AU000000SOR0,0.15,2022-07-20
0,SER,AU,Strategic Energy Resources,Common Stock,Australia,AUD,AU000000SER1,0.019,2022-07-20
0,SEC,TO,Senvest Capital Inc.,Common Stock,Canada,CAD,CA81731L1094,345.62,2022-07-19
0,SEC,LSE,Strategic Equity Capital Closed Fund,Common Stock,UK,GBX,GB00B0BDCB21,290.0,2022-07-20
0,SEC,AU,Spheria Emerging Companies Ltd,Common Stock,Australia,AUD,AU000000SEC3,1.87,2022-07-20
0,STBV,US,Strategic Global Investments Inc,Common Stock,USA,USD,US8627202083,0.0,2022-06-30
0,BEE,AU,Broo Ltd,Common Stock,Australia,AUD,AU000000BEE5,0.009,2022-07-20
0,DNN,US,Denison Mines Corp,Common Stock,USA,USD,CA2483561072,1.19,2022-07-20
1,DML,TO,Denison Mines Corp,Common Stock,Canada,CAD,CA2483561072,1.53,2022-07-20
0,STRINV,CO,Strategic Investments A/S,Common Stock,Denmark,DKK,DK0010271238,1.2,2022-07-20
0,SMD,V,Strategic Metals Ltd,Common Stock,Canada,CAD,CA8627591073,0.23,2022-07-20
1,SMDZF,US,Strategic Metals Ltd,Common Stock,USA,USD,CA8627591073,0.1785,2022-07-20
0,SOGFF,US,Strategic Oil and Gas Ltd,Common Stock,USA,USD,CA86277F8468,0.0,2022-07-20
0,STTX,US,Stratex Oil & Gas,Common Stock,USA,USD,US86280B1052,0.007,2022-07-20
0,SRNW,US,Stratos Renewables Corp,Common Stock,USA,USD,US8631011017,2.43,2022-07-20
0,STRT,US,Strattec Security Corporation,Common Stock,USA,USD,US8631111007,29.8488,2022-07-20
0,STMN,SW,Straumann Holding AG,Common Stock,Switzerland,CHF,CH1175448666,122.75,2022-07-20
0,STRS,US,Stratus Properties Inc,Common Stock,USA,USD,US8631672016,30.77,2022-07-20
0,STRS,TA,Strauss Group,Common Stock,Israel,ILA,IL0007460160,9125.0,2022-07-20
0,3071,TSE,Stream Co Ltd,Common Stock,Japan,JPY,JP3399760002,115.0,2022-07-20
0,SGO,PA,Compagnie de Saint Gobain SA,Common Stock,France,EUR,FR0000125007,43.43,2022-07-20
0,SGO,V,Sonoro Gold Corp,Common Stock,Canada,CAD,CA83571A1021,0.14,2022-07-20
0,4772,TSE,Stream Media Corp,Common Stock,Japan,JPY,JP3549050007,221.0,2022-07-20
0,SRA,V,Stria Lithium Inc,Common Stock,Canada,CAD,CA86330Y5011,0.16,2022-07-20
0,9816,TSE,Striders Corp,Common Stock,Japan,JPY,JP3778220008,228.0,2022-07-20
0,STAR,US,istar Inc,Common Stock,USA,USD,US45031U1016,14.99,2022-07-20
0,STAR,NSE,Strides Pharma Science Limited,Common Stock,India,INR,INE939A01011,348.8,2022-07-20
1,STAR,BSE,Strides Pharma Science Ltd,Common Stock,India,INR,INE939A01011,348.25,2022-07-20
0,6196,TSE,Strike Company Ltd,Common Stock,Japan,JPY,JP3399780000,3795.0,2022-07-20
0,6196,HK,Bank of Zhengzhou Co Ltd,Common Stock,Hong Kong,HKD,CNE1000023P0,1.38,2022-07-20
0,SRK,AU,Strike Resources Ltd,Common Stock,Australia,AUD,AU000000SRK8,0.11,2022-07-20
0,SKP,V,Strikepoint Gold Inc,Common Stock,Canada,CAD,CA86332K2020,0.065,2022-07-20
0,KETL,LSE,Strix Group Plc,Common Stock,UK,GBX,IM00BF0FMG91,184.8,2022-07-20
0,SBW,AU,Shekel Brainweigh Ltd,Common Stock,Australia,AUD,IL0011721474,0.115,2022-07-20
0,SMN,AU,Structural Monitoring Systems PLC,Common Stock,Australia,AUD,AU000000SMN3,0.56,2022-07-20
0,SMN,V,Sun Summit Minerals Corp,Common Stock,Canada,CAD,CA86687V1004,0.18,2022-07-20
0,SMN,US,ProShares UltraShort Basic Materials,ETF,USA,USD,US74347G6145,13.75,2022-07-20
0,KTN,US,Credit Enhanced Corts Trust For Aon Capital A GIC,Common Stock,USA,USD,US22532R1014,27.98,2022-07-20
0,KTN,XETRA,Kontron AG,Common Stock,Germany,EUR,AT0000A0E9W5,14.36,2022-07-20
0,KTN,V,Kootenay Silver Inc,Common Stock,Canada,CAD,CA5005837037,0.105,2022-07-20
0,SYK,US,Stryker Corporation,Common Stock,USA,USD,US8636671013,198.05,2022-07-20
1,SYK,F,Stryker Corporation,Common Stock,Germany,EUR,US8636671013,192.92,2022-07-20
2,SYK,XETRA,Stryker Corporation,Common Stock,Germany,EUR,US8636671013,195.44,2022-07-20
0,SF3,XETRA,STS Group AG,Common Stock,Germany,EUR,DE000A1TNU68,5.16,2022-07-20
0,STB,LSE,Secure Trust Bank PLC,Common Stock,UK,GBX,GB00B6TKHP66,1120.0,2022-07-20
0,STB,OL,Storebrand ASA,Common Stock,Norway,NOK,NO0003053605,78.66,2022-07-20
1,0NO0,LSE,Storebrand ASA,Common Stock,UK,NOK,NO0003053605,78.94,2022-07-20
0,2305,TSE,Studio Alice Co Ltd,Common Stock,Japan,JPY,JP3399240005,2254.0,2022-07-20
0,MSC,US,Studio City International Holdings Ltd,Common Stock,USA,USD,US86389T1060,2.23,2022-07-20
0,MSC,V,Millennium Silver Corp,Common Stock,Canada,CAD,CA60041D1069,0.01,2022-07-20
0,FDL,US,First Trust Morningstar Dividend Leaders Index Fund,ETF,USA,USD,US3369171091,35.55,2022-07-20
1,FDL,MX,First Trust Exchange-Traded Fund - First Trust Morningstar Dividend Leaders Index Fund,ETF,Mexico,MXN,US3369171091,732.0,2022-07-20
0,UTIL,LSE,SPDR® MSCI Europe Utilities UCITS ETF,ETF,UK,EUR,IE00BKWQ0P07,145.24,2022-07-20
1,STU,PA,SPDR® MSCI Europe Utilities UCITS ETF,ETF,France,EUR,IE00BKWQ0P07,145.3,2022-07-20
2,STUX,MI,SPDR® MSCI Europe Utilities UCITS ETF,ETF,Italy,EUR,IE00BKWQ0P07,145.36,2022-07-20
3,SPYU,XETRA,SPDR® MSCI Europe Utilities UCITS ETF,ETF,Germany,EUR,IE00BKWQ0P07,145.28,2022-07-20
4,SPYU,F,SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI Europe Utilities UCITS ETF,ETF,Germany,EUR,IE00BKWQ0P07,144.94,2022-07-20
0,STU,V,Stuhini Exploration Ltd,Common Stock,Canada,CAD,CA86400X1024,0.43,2022-07-19
0,STBI,US,Sturgis Bancorp Inc,Common Stock,USA,USD,US8640871013,21.0,2022-07-20
0,RGR,US,Sturm Ruger & Company Inc,Common Stock,USA,USD,US8641591081,62.94,2022-07-20
0,STVG,LSE,STV Group plc,Common Stock,UK,GBX,GB00B3CX3644,264.0,2022-07-20
0,7270,TSE,Subaru Corp,Common Stock,Japan,JPY,JP3814800003,2391.5,2022-07-20
1,FUJHF,US,Subaru Corp,Common Stock,USA,USD,JP3814800003,16.32,2022-07-20
0,SUBROS,NSE,Subros Limited,Common Stock,India,INR,INE287B01021,318.45,2022-07-20
1,517168,BSE,Subros Limited,Common Stock,India,INR,INE287B01021,318.4,2022-07-20
2,SUBROS,BSE,SUBROS LTD.,Common Stock,India,INR,INE287B01021,318.4,2022-07-20
0,SUBC,OL,Subsea 7 SA,Common Stock,Norway,NOK,LU0075646355,78.32,2022-07-20
1,0OGK,LSE,Subsea 7 SA,Common Stock,UK,NOK,LU0075646355,78.65,2022-07-20
0,SPH,US,Suburban Propane Partners LP,Common Stock,USA,USD,US8644821048,15.9,2022-07-20
0,SPH,WAR,Sopharma AD,Common Stock,Poland,PLN,BG11SOSOBT18,10.35,2022-07-20
0,1430,TSE,First-Corporation Inc,Common Stock,Japan,JPY,JP3802210009,720.0,2022-07-20
0,SMHN,XETRA,SÜSS MicroTec SE,Common Stock,Germany,EUR,DE000A1K0235,14.06,2022-07-20
0,SEV,V,Spectra7 Microsystems Inc,Common Stock,Canada,CAD,CA84761T8692,1.1,2022-07-20
0,SEV,US,Sono Group NV,Common Stock,USA,USD,NL0015000N74,2.88,2022-07-20
0,SEV,WAR,Sevenet,Common Stock,Poland,PLN,PLSVNET00019,1.88,2022-07-15
0,000777,SHE,SUFA Technology Industry Co Ltd CNNC,Common Stock,China,CNY,CNE000000RW4,11.41,2022-07-20
0,SUGR,US,Sugar Creek Financial Corp,Common Stock,USA,USD,US86481Y1029,14.05,2022-07-20
0,SUGR,V,SugarBud Craft Growers Corp,Common Stock,Canada,CAD,CA8650013094,0.295,2022-07-20
0,SGMD,US,Sugarmade Inc,Common Stock,USA,USD,US8650401099,0.0003,2022-07-20
0,SGMD,V,Salona Global Medical Device Corp,Common Stock,Canada,CAD,CA79549X1096,0.74,2022-07-20
0,7649,TSE,Sugi Holdings Co Ltd,Common Stock,Japan,JPY,JP3397060009,5970.0,2022-07-20
0,SMC,TO,Sulliden Minerals SA,Common Stock,Canada,CAD,CA8651251081,0.06,2022-07-20
0,SMC,PA,SPDR MSCI Europe Small Cap UCITS,ETF,France,EUR,IE00BKWQ0M75,267.95,2022-07-20
1,SMCX,MI,SPDR MSCI Europe Small Cap UCITS,ETF,Italy,EUR,IE00BKWQ0M75,267.85,2022-07-20
0,SLZ,AU,Sultan Resources Ltd,Common Stock,Australia,AUD,AU0000016883,0.095,2022-07-20
0,SLZ,WAR,SLEEPZ AG,Common Stock,Poland,PLN,DE000A2E3772,0.37,2022-07-20
1,BTBB,BE,Sleepz AG,Common Stock,Germany,EUR,DE000A2E3772,0.0605,2022-07-20
2,BTBB,HM,Sleepz AG,Common Stock,Germany,EUR,DE000A2E3772,0.062,2022-07-20
3,BTBB,DU,Sleepz AG,Common Stock,Germany,EUR,DE000A2E3772,0.062,2022-07-20
4,BTBB,STU,Sleepz AG,Common Stock,Germany,EUR,DE000A2E3772,0.062,2022-07-20
5,BTBB,F,SLEEPZ AG,Common Stock,Germany,EUR,DE000A2E3772,0.061,2022-07-13
0,3436,TSE,SUMCO Corp.,Common Stock,Japan,JPY,JP3322930003,1813.0,2022-07-20
0,SUMEETINDS,NSE,Sumeet Industries Limited,Common Stock,India,INR,INE235C01010,6.95,2022-07-20
1,SUMEETINDS,BSE,SUMEET INDUSTRIES LTD.-$,Common Stock,India,INR,INE235C01010,6.96,2022-07-20
0,6817,TSE,Sumida Corp,Common Stock,Japan,JPY,JP3400800003,824.0,2022-07-20
0,3501,TSE,Suminoe Textile Co Ltd,Common Stock,Japan,JPY,JP3410200004,1673.0,2022-07-20
0,4203,TSE,Sumitomo Bakelite Co Ltd,Common Stock,Japan,JPY,JP3409400003,4360.0,2022-07-20
0,4005,TSE,Sumitomo Chemical Co. Ltd.,Common Stock,Japan,JPY,JP3401400001,524.0,2022-07-20
0,4506,TSE,Sumitomo Dainippon Pharma Co Ltd,Common Stock,Japan,JPY,JP3495000006,1092.0,2022-07-20
0,1949,TSE,Sumitomo Densetsu,Common Stock,Japan,JPY,JP3407800006,2663.0,2022-07-20
